"employee_id","performance_group","yrs_employed","manager_hire","test_score","group_size","concern_flag","mobile_flag","customers","high_hours_flag","transfers","reduced_schedule","city"
"b3c99902","Middle",4.9,"N",167,8,"N","N",18,"N",0,"N","Toronto"
"f0580354","Middle",2.8,"Y",212,10,"N","N",16,"Y",0,"N","Toronto"
"79997a04","Top",4.3,"N",311,17,"N","N",32,"Y",2,"N","Toronto"
"b6888ee6","Middle",4.2,"N",129,11,"N","N",22,"Y",0,"Y","Chicago"
"f8cb42cf","Top",4.1,"N",318,11,"N","N",18,"Y",0,"Y","San Francisco"
"003a9cff","Bottom",5.5,"N",273,8,"N","Y",16,"Y",0,"Y","Houston"
"2f3c7c83","Middle",4.1,"N",159,11,"N","N",22,"N",3,"N","Toronto"
"96c21cb3","Bottom",4.6,"N",114,10,"N","Y",16,"N",0,"Y","Houston"
"b27b4a98","Bottom",4.4,"N",220,15,"N","N",24,"N",2,"N","New York"
"0a6e155a","Middle",4.6,"N",303,11,"N","N",20,"Y",0,"Y","Houston"
"d10fe0e6","Middle",4.6,"N",288,19,"N","N",24,"N",0,"N","Toronto"
"9f46360c","Bottom",4.8,"N",235,11,"N","N",20,"N",0,"N","Toronto"
"c999c3f5","Middle",4.4,"N",280,11,"N","N",18,"N",0,"N","Toronto"
"c848bdb0","Bottom",4.8,"N",227,13,"N","N",22,"N",5,"N","Toronto"
"3750c061","Middle",4.4,"N",258,9,"N","Y",20,"N",0,"N","Toronto"
"d852f146","Middle",5,"N",197,13,"Y","N",24,"N",0,"N","New York"
"adb079b7","Bottom",4.6,"N",174,11,"N","Y",20,"Y",3,"N","New York"
"0c6ec688","Top",4.2,"N",136,10,"N","N",20,"N",0,"Y","Chicago"
"e0da8b59","Bottom",4.9,"N",182,11,"N","Y",22,"N",2,"Y","Orlando"
"0d7bb37c","Middle",4.1,"N",280,10,"N","N",16,"Y",0,"N","Toronto"
"41890e7a","Top",3.6,"N",114,9,"N","N",20,"N",2,"N","Chicago"
"8769424d","Middle",4.6,"N",273,13,"N","N",26,"N",0,"N","New York"
"6fe8b754","Top",4.9,"N",197,15,"Y","N",20,"Y",0,"N","Toronto"
"b1a90e05","Top",4.7,"N",303,13,"N","N",16,"N",0,"N","Toronto"
"7b869493","Middle",4,"N",167,11,"N","N",20,"Y",2,"N","Toronto"
"51623589","Middle",4.1,"N",220,11,"N","N",20,"Y",0,"Y","Toronto"
"16b4eb7c","Bottom",4.5,"N",212,11,"N","Y",22,"N",0,"Y","Houston"
"0e836902","Middle",5.2,"N",174,12,"N","N",24,"N",2,"N","New York"
"312581bc","Middle",4.1,"N",182,10,"N","N",16,"N",0,"N","New York"
"748f511e","Top",4.4,"N",227,17,"N","Y",30,"Y",0,"N","New York"
"f3c5b8c3","Middle",4.2,"N",303,11,"N","N",24,"N",0,"N","New York"
"66b83b4b","Bottom",5.6,"N",174,10,"Y","N",22,"N",0,"Y","San Francisco"
"2f4312d0","Bottom",4.1,"N",348,15,"N","N",24,"N",0,"N","New York"
"3c71e2ec","Middle",5.4,"N",220,13,"N","N",20,"N",0,"N","New York"
"4397b678","Middle",4.8,"N",265,13,"N","N",20,"N",0,"N","Toronto"
"894979c7","Middle",4.9,"N",197,8,"N","N",18,"N",0,"N","New York"
"efb921f3","Bottom",4.5,"N",295,14,"N","Y",26,"Y",2,"Y","New York"
"1b30e815","Middle",5.3,"N",121,15,"N","N",24,"Y",0,"N","Toronto"
"7fbf320e","Top",4.6,"N",265,14,"N","N",16,"N",0,"N","New York"
"8f65945d","Middle",4.6,"N",424,11,"N","N",22,"N",0,"N","New York"
"5da9639e","Middle",4.1,"N",303,15,"N","N",20,"Y",0,"N","Toronto"
"a9b7a050","Middle",5.2,"N",258,12,"N","N",30,"Y",0,"N","New York"
"c77cc0c6","Middle",4.7,"N",250,10,"N","Y",22,"Y",0,"N","Toronto"
"4e8b206b","Bottom",4.9,"N",326,13,"N","Y",22,"Y",2,"Y","San Francisco"
"115c7d85","Middle",4.7,"N",205,13,"N","N",14,"N",0,"Y","Chicago"
"044c241c","Middle",5.2,"N",265,19,"Y","N",26,"Y",2,"N","New York"
"d5489fe2","Middle",5.5,"N",205,13,"N","Y",18,"N",0,"N","Chicago"
"54289dac","Middle",4.5,"N",227,8,"N","N",18,"N",2,"N","Toronto"
"11e9ac6c","Top",4.1,"N",167,8,"N","N",20,"N",0,"N","Toronto"
"d1bc4b3f","Middle",4.6,"N",250,10,"N","Y",18,"N",0,"N","Toronto"
"86b03698","Middle",5,"Y",189,12,"N","N",24,"N",0,"N","New York"
"84b62128","Bottom",4.5,"N",129,12,"N","N",22,"N",3,"N","Toronto"
"9817a11e","Top",4,"N",205,12,"N","N",18,"Y",0,"N","New York"
"bc571555","Middle",4.6,"N",280,10,"N","N",24,"N",2,"Y","Houston"
"7e07a403","Top",5.4,"N",227,12,"N","N",16,"N",0,"N","Chicago"
"50612e98","Bottom",4.4,"N",159,16,"N","N",40,"Y",2,"N","Toronto"
"fd38c592","Middle",4.5,"N",38,8,"N","Y",16,"N",0,"N","Toronto"
"d581439c","Top",3.7,"N",242,13,"N","Y",22,"Y",0,"Y","Chicago"
"662f3d39","Middle",5,"N",159,13,"N","N",24,"N",0,"N","New York"
"445bd5bb","Middle",5,"N",242,11,"N","N",22,"Y",0,"N","Toronto"
"1177eb06","Middle",4.6,"N",333,13,"N","Y",18,"N",0,"Y","San Francisco"
"8476e4e6","Middle",5.1,"N",333,18,"N","N",26,"N",2,"N","New York"
"acd7b4f7","Middle",4.6,"N",288,10,"N","N",18,"N",2,"N","Toronto"
"7dea4013","Middle",5,"N",235,14,"N","N",16,"N",0,"N","Chicago"
"11e61339","Middle",4.9,"N",341,7,"N","N",14,"N",0,"N","Toronto"
"239f57a2","Middle",5,"N",295,13,"N","N",28,"Y",0,"N","Toronto"
"d042ae66","Bottom",5,"N",227,10,"N","Y",18,"N",2,"Y","San Francisco"
"17483a7c","Bottom",4.5,"N",295,13,"N","Y",22,"N",0,"Y","San Francisco"
"8cba9ae4","Top",4.1,"N",159,10,"N","N",16,"N",0,"N","Toronto"
"76122084","Top",4.1,"N",167,10,"N","N",20,"Y",0,"N","Toronto"
"49f49cc7","Middle",4.9,"N",189,11,"N","Y",16,"N",2,"Y","Houston"
"0390bb8b","Middle",4.1,"N",205,10,"N","N",14,"N",2,"N","New York"
"c70d89a2","Middle",5,"N",258,15,"N","N",20,"Y",2,"N","Toronto"
"5ab4b656","Middle",4.6,"N",273,14,"N","N",20,"Y",0,"N","New York"
"e5d0994f","Bottom",4.9,"N",167,9,"N","N",22,"N",0,"N","Toronto"
"14f5e806","Bottom",4.9,"N",167,8,"N","N",14,"N",0,"Y","San Francisco"
"d1c67f53","Middle",5.1,"N",303,15,"Y","N",24,"N",2,"N","New York"
"07eb21de","Middle",5.3,"N",205,11,"Y","Y",28,"Y",3,"N","Orlando"
"72a59199","Bottom",5,"N",379,10,"N","Y",30,"Y",0,"N","New York"
"bbcdccb8","Middle",4.2,"N",220,9,"N","Y",16,"N",0,"N","Toronto"
"18f47db7","Bottom",4.7,"N",182,10,"N","N",18,"N",0,"N","Toronto"
"8b64ec14","Middle",4.4,"N",280,15,"N","Y",20,"Y",0,"N","Chicago"
"d587089c","Top",4.7,"N",265,9,"N","Y",18,"Y",0,"N","Toronto"
"ff6f866d","Bottom",4.9,"N",265,13,"N","Y",22,"Y",0,"N","Chicago"
"d1ed69af","Middle",4.6,"N",341,16,"N","N",20,"N",2,"N","New York"
"49f4dc41","Top",3.7,"N",220,11,"N","N",16,"N",0,"N","New York"
"ed167920","Top",5,"N",220,11,"N","N",26,"Y",2,"N","New York"
"8364dbb2","Middle",4.7,"N",197,11,"N","Y",16,"N",0,"N","Toronto"
"a34ae8d0","Middle",4.5,"N",205,8,"N","N",20,"N",0,"N","New York"
"d284613d","Middle",4.9,"N",295,15,"N","N",26,"Y",0,"N","Toronto"
"a5ce1d54","Middle",3.9,"N",288,11,"N","N",18,"N",0,"N","New York"
"e741dceb","Middle",4.1,"N",159,13,"N","Y",16,"Y",2,"N","New York"
"1be5eccb","Bottom",4.4,"N",402,11,"N","N",12,"Y",2,"Y","San Francisco"
"ad8c9253","Bottom",4.6,"N",265,13,"N","N",36,"Y",0,"N","New York"
"a74933aa","Middle",5.5,"N",280,15,"N","N",18,"Y",0,"N","New York"
"17a4ee4b","Middle",5.5,"N",189,10,"Y","N",26,"Y",2,"N","New York"
"5b268514","Top",4.2,"N",144,11,"N","N",16,"N",0,"Y","Toronto"
"212d0ccb","Middle",4.9,"N",212,13,"N","Y",20,"N",0,"Y","San Francisco"
"0e5f7d11","Middle",4.7,"N",288,11,"N","Y",32,"Y",2,"N","Chicago"
"705a7b97","Middle",4.5,"N",402,20,"N","N",30,"Y",2,"N","New York"
"4bd699d4","Middle",4.6,"N",167,12,"N","N",18,"N",2,"N","Toronto"
"bf8fa362","Middle",4.6,"N",114,10,"N","N",16,"N",0,"N","New York"
"9cd30309","Bottom",5,"N",182,10,"N","Y",22,"N",0,"Y","Orlando"
"4b934557","Middle",4.6,"N",220,10,"N","N",24,"N",0,"Y","Orlando"
"f869c0ad","Top",4,"N",227,12,"N","Y",20,"N",0,"N","New York"
"0f78b6fd","Middle",5,"N",288,11,"Y","N",14,"N",0,"N","New York"
"3e3edda6","Top",5,"N",242,17,"N","Y",24,"N",0,"N","New York"
"fcd29ebc","Top",5.5,"N",326,13,"N","N",28,"Y",0,"N","Toronto"
"4d593345","Middle",4.5,"N",136,6,"N","N",22,"N",0,"N","Toronto"
"141e6ecb","Middle",3.6,"N",364,11,"N","N",16,"Y",0,"N","Toronto"
"75d6a015","Top",4.9,"N",288,8,"N","N",20,"Y",0,"N","Toronto"
"0c843034","Middle",4.3,"N",189,11,"N","Y",22,"Y",2,"Y","San Francisco"
"1623d0c9","Bottom",4.4,"N",152,6,"N","Y",28,"Y",2,"Y","San Francisco"
"e7f2d790","Middle",4.6,"N",250,10,"N","N",20,"Y",2,"N","Toronto"
"adf4bdc2","Middle",4.7,"N",114,10,"N","Y",20,"Y",0,"Y","San Francisco"
"dbba5286","Top",3.4,"Y",258,13,"N","N",22,"Y",3,"Y","Orlando"
"11c9971a","Middle",4.9,"N",227,12,"N","Y",20,"N",2,"Y","Orlando"
"8a2de222","Middle",4.7,"N",227,12,"N","N",28,"N",0,"N","Toronto"
"9d93b8ee","Bottom",4.9,"N",174,10,"N","Y",16,"N",0,"N","Toronto"
"a7aa3f59","Middle",4,"N",250,11,"N","N",16,"N",0,"N","New York"
"ea500b6e","Bottom",5,"N",250,13,"N","N",18,"Y",0,"N","Chicago"
"8aedd876","Middle",5.1,"N",326,15,"N","N",26,"Y",0,"N","New York"
"c764744b","Middle",5.8,"N",485,11,"Y","Y",18,"Y",0,"Y","San Francisco"
"88f67137","Middle",4.1,"N",129,10,"N","N",22,"N",0,"Y","Chicago"
"3135ebd2","Middle",4.9,"N",280,13,"N","N",20,"Y",3,"N","Toronto"
"2831f170","Middle",4.9,"N",129,9,"N","N",28,"Y",0,"Y","San Francisco"
"6ffbce77","Top",3.7,"N",174,13,"N","N",22,"Y",2,"N","Toronto"
"1dd5b8d0","Bottom",5.1,"N",182,16,"N","N",28,"N",2,"N","New York"
"4487ca5f","Middle",5.4,"N",326,20,"Y","N",36,"Y",2,"N","Toronto"
"170eaabe","Middle",4.6,"N",174,14,"Y","N",24,"N",2,"N","New York"
"2eaaf42c","Middle",4.6,"N",114,11,"N","N",22,"N",2,"Y","Chicago"
"9ba99466","Bottom",4.7,"N",227,15,"N","N",18,"Y",0,"N","Toronto"
"ebaae4bd","Middle",3,"Y",83,10,"N","N",24,"N",0,"Y","Houston"
"11e44cc7","Bottom",5.1,"N",83,13,"N","N",22,"Y",0,"N","Chicago"
"7cc6b046","Middle",4.1,"N",205,13,"N","N",26,"N",2,"N","New York"
"e7a55a91","Bottom",5,"N",205,10,"N","N",16,"N",0,"N","Toronto"
"f79e2067","Middle",4.1,"N",182,9,"N","N",22,"Y",2,"Y","Chicago"
"06ac534e","Middle",4.4,"N",273,10,"N","N",20,"Y",0,"N","Toronto"
"78be7b49","Middle",5,"N",235,20,"N","N",22,"N",2,"N","New York"
"980d9b48","Middle",5,"N",242,11,"N","N",22,"N",2,"N","Toronto"
"6e43d0eb","Bottom",4.5,"N",182,17,"N","N",32,"Y",0,"N","New York"
"e098cf31","Bottom",5,"N",189,8,"N","N",24,"Y",0,"Y","Toronto"
"c61db280","Middle",5.3,"N",258,10,"N","N",16,"N",2,"Y","Toronto"
"b544d9a5","Bottom",5.7,"N",295,10,"Y","N",22,"N",0,"N","New York"
"bc6a8480","Middle",4.4,"N",288,13,"N","N",24,"Y",2,"N","Toronto"
"e7f84291","Top",5,"N",295,17,"N","N",28,"N",2,"N","New York"
"df686f1b","Top",5.1,"N",265,17,"N","N",20,"N",0,"N","Toronto"
"233e5f29","Middle",4.1,"N",174,11,"N","N",22,"Y",2,"Y","Houston"
"d2e14cd8","Middle",5.1,"N",159,14,"N","N",26,"N",0,"N","New York"
"6fad20c6","Middle",5,"N",159,9,"N","N",20,"Y",0,"Y","San Francisco"
"4532e76f","Middle",4.6,"N",220,9,"Y","N",22,"N",0,"Y","Chicago"
"e498c332","Middle",4.4,"N",280,10,"N","N",16,"Y",0,"N","New York"
"b4776b90","Middle",5,"N",227,15,"N","N",16,"N",0,"N","New York"
"8c628dc8","Top",4.5,"N",280,11,"N","N",22,"Y",0,"N","New York"
"e3375e89","Bottom",4.6,"N",394,10,"Y","N",18,"N",0,"N","New York"
"538f99bc","Middle",4.7,"N",182,11,"N","N",22,"N",0,"N","New York"
"fb5da7fe","Middle",4.2,"N",402,19,"N","N",28,"Y",2,"N","New York"
"582e7062","Bottom",5,"N",205,8,"N","Y",16,"N",2,"Y","Houston"
"683ba552","Top",3.7,"N",356,9,"N","N",22,"Y",0,"N","Toronto"
"4fa96bbd","Middle",5.1,"N",197,15,"N","N",22,"Y",2,"N","Toronto"
"9e5880eb","Middle",5,"N",182,11,"N","N",32,"Y",2,"N","Toronto"
"e101978a","Bottom",5.1,"N",212,10,"Y","N",22,"N",0,"N","New York"
"a1327b15","Top",5,"N",326,10,"N","N",26,"Y",0,"N","New York"
"dd3fe082","Middle",4,"N",220,15,"N","N",22,"Y",0,"N","New York"
"fbc09a16","Bottom",4.4,"N",182,15,"N","N",30,"N",0,"N","New York"
"571c21ff","Bottom",5.2,"N",83,8,"N","N",16,"N",0,"Y","San Francisco"
"fc074eff","Bottom",4.5,"N",220,11,"N","Y",24,"Y",0,"N","New York"
"00bc8536","Middle",5.1,"N",174,12,"N","Y",24,"Y",2,"N","Chicago"
"70028ff8","Middle",4,"N",152,9,"N","N",28,"Y",0,"N","New York"
"72fd934c","Top",4,"N",295,9,"N","N",14,"Y",0,"N","New York"
"0ba1e858","Bottom",5.3,"N",38,5,"N","Y",18,"N",2,"Y","Toronto"
"70ee73b9","Bottom",4.7,"N",212,10,"N","N",24,"Y",0,"N","Toronto"
"5f17a93b","Bottom",4.8,"N",311,13,"N","N",18,"Y",2,"N","Chicago"
"508d4855","Middle",5,"N",144,11,"N","N",22,"N",2,"N","Toronto"
"799ae284","Top",4.3,"N",144,12,"N","N",16,"Y",0,"N","Toronto"
"8a473c59","Bottom",3,"Y",152,10,"N","N",24,"Y",2,"N","Toronto"
"1149fc0d","Top",4.5,"N",333,16,"N","N",24,"Y",0,"N","New York"
"b18466d5","Bottom",4.9,"N",144,8,"N","Y",20,"N",0,"N","Chicago"
"d4f80cb0","Middle",4.6,"N",242,13,"N","N",26,"Y",0,"N","New York"
"8205a876","Middle",3,"Y",439,9,"N","N",22,"Y",0,"Y","San Francisco"
"99084368","Top",4.8,"Y",303,17,"N","N",20,"Y",0,"N","New York"
"177de4ed","Middle",5,"N",227,13,"N","N",30,"N",2,"N","Toronto"
"c8d12ae0","Middle",5.3,"N",265,14,"N","N",24,"N",2,"N","Toronto"
"c2939a84","Middle",4.9,"N",98,11,"N","N",22,"Y",0,"N","Toronto"
"47c9b35e","Top",6,"N",295,15,"Y","N",34,"N",0,"N","New York"
"8e9ede18","Middle",4.5,"N",174,15,"N","N",26,"N",0,"N","Toronto"
"c143012a","Middle",4.4,"N",182,9,"N","Y",22,"N",2,"N","Toronto"
"46c39f61","Bottom",5,"N",167,11,"N","N",24,"N",2,"Y","San Francisco"
"a12398aa","Top",4.5,"N",356,17,"N","Y",32,"Y",3,"Y","Orlando"
"15995879","Middle",4.6,"N",273,13,"N","N",22,"N",0,"N","New York"
"2f8a425a","Middle",4.5,"N",235,10,"N","N",22,"Y",0,"N","Toronto"
"602ce2b1","Top",4,"N",273,13,"N","N",20,"Y",0,"Y","San Francisco"
"726895c8","Middle",5.1,"N",212,15,"N","N",26,"Y",2,"N","New York"
"642614af","Middle",5,"N",280,9,"Y","N",16,"Y",2,"N","Toronto"
"2fef6027","Middle",4.7,"N",288,8,"N","N",18,"Y",0,"N","Toronto"
"fa47d7d0","Middle",4.5,"N",174,10,"N","N",16,"N",2,"N","Toronto"
"7bf5373c","Middle",4.4,"N",280,14,"N","N",18,"N",2,"N","Toronto"
"10c54f24","Middle",4.6,"N",152,11,"N","N",22,"N",0,"N","Toronto"
"5722f7d6","Bottom",4.5,"N",212,8,"N","N",18,"Y",0,"N","Toronto"
"07f79c30","Middle",4.5,"N",98,14,"N","N",22,"Y",2,"N","New York"
"325b71cd","Bottom",5,"N",144,13,"N","N",18,"N",2,"N","Toronto"
"000af67b","Bottom",4.6,"N",91,15,"N","N",22,"N",0,"Y","Chicago"
"63934250","Middle",5,"N",144,14,"Y","N",20,"N",2,"N","New York"
"ede55bd7","Top",3.7,"N",311,8,"N","N",14,"N",0,"N","Toronto"
"84a9c3c5","Middle",4.2,"Y",189,8,"Y","N",16,"N",0,"N","Toronto"
"dffb138f","Middle",4.4,"N",205,8,"N","N",26,"Y",2,"N","Toronto"
"610ece3e","Bottom",5.5,"N",129,6,"N","Y",20,"Y",0,"Y","Orlando"
"9063ac73","Middle",4.7,"N",98,15,"N","Y",16,"N",0,"N","Toronto"
"0b5637d7","Middle",4.1,"N",212,19,"N","Y",24,"Y",0,"N","New York"
"66534e07","Middle",5.1,"N",167,11,"N","N",20,"Y",2,"N","Toronto"
"0d0f885d","Middle",5.1,"N",182,11,"N","N",24,"N",0,"N","New York"
"5bcb8806","Bottom",5,"N",174,11,"N","N",20,"N",0,"Y","San Francisco"
"6fb92fa9","Bottom",5,"N",273,15,"N","Y",18,"Y",2,"N","Chicago"
"72c9ce58","Bottom",5.9,"N",152,15,"Y","N",22,"N",0,"N","Chicago"
"589fcdd8","Top",3.8,"N",318,14,"N","Y",16,"N",0,"N","Toronto"
"04bca1f7","Middle",4.1,"N",220,13,"N","N",20,"N",0,"N","New York"
"6b707925","Middle",4,"N",121,11,"N","Y",32,"Y",2,"Y","Toronto"
"bb457a36","Middle",4.6,"N",364,11,"N","N",24,"Y",0,"N","Orlando"
"b07a9228","Middle",5.4,"N",152,14,"N","Y",24,"Y",0,"Y","San Francisco"
"7853545e","Middle",5.1,"N",76,10,"N","N",18,"Y",2,"N","Toronto"
"8928d7a8","Middle",4.6,"N",265,13,"N","N",28,"N",0,"N","New York"
"6f40889c","Middle",4.8,"N",159,13,"N","N",18,"N",0,"N","New York"
"c8aaae9a","Middle",5,"N",258,8,"N","N",20,"N",0,"N","New York"
"14544b08","Middle",5,"N",242,10,"N","N",22,"Y",0,"N","New York"
"116b58cf","Bottom",5,"N",182,10,"N","N",18,"N",0,"Y","San Francisco"
"2e0e1cee","Middle",5,"N",250,10,"N","N",14,"N",0,"N","New York"
"12d9bf3a","Middle",4.2,"N",379,10,"N","N",22,"Y",0,"N","Toronto"
"aaa3534f","Top",4.6,"N",258,13,"Y","N",24,"Y",0,"N","New York"
"bab8cbf5","Middle",4.1,"N",0,7,"N","N",14,"N",0,"Y","Chicago"
"e24e3f73","Middle",4.7,"Y",182,8,"N","N",28,"Y",0,"N","Toronto"
"33d05649","Top",3.7,"N",288,11,"N","Y",22,"Y",0,"N","New York"
"9134ff9c","Middle",5,"N",61,11,"N","N",18,"N",2,"Y","Chicago"
"bcc26613","Middle",2,"Y",303,6,"N","N",24,"Y",0,"N","New York"
"82eb5b29","Bottom",4.9,"N",197,13,"N","N",24,"N",0,"N","New York"
"4a9eb443","Middle",4.4,"N",106,10,"N","Y",26,"N",0,"N","Chicago"
"ee9febae","Bottom",4.8,"N",144,13,"N","N",22,"N",0,"N","New York"
"66810cc9","Middle",5,"N",295,14,"N","Y",24,"Y",3,"N","Toronto"
"3474567e","Middle",5,"N",280,15,"N","N",24,"Y",0,"N","New York"
"a8bd794c","Middle",4,"N",167,10,"N","N",20,"N",0,"N","New York"
"83ac6952","Middle",4.8,"N",220,12,"N","N",22,"Y",0,"N","Toronto"
"5bd15eec","Top",3.3,"Y",220,11,"N","N",16,"N",0,"Y","Houston"
"20320ac0","Bottom",4.6,"N",227,11,"Y","N",20,"N",0,"N","New York"
"72cd94a4","Bottom",4.8,"N",136,6,"N","N",18,"N",2,"N","Toronto"
"249a6c42","Middle",4.1,"N",212,12,"N","N",18,"N",0,"N","Toronto"
"2ea241ec","Middle",4.5,"N",303,8,"N","N",24,"N",0,"N","Toronto"
"ab7e59c7","Bottom",6,"N",152,17,"Y","Y",28,"Y",0,"N","New York"
"f8ced0df","Top",5,"N",189,11,"N","N",18,"N",0,"N","New York"
"ec356208","Middle",4.3,"N",280,14,"N","N",28,"Y",0,"N","New York"
"6f37a436","Middle",5,"N",227,18,"N","Y",28,"Y",2,"N","Toronto"
"f83746c6","Middle",4.6,"N",152,11,"N","Y",18,"N",2,"N","New York"
"283cb5b2","Middle",4.7,"N",174,14,"N","N",22,"N",0,"N","Toronto"
"fd4e88c0","Middle",4.6,"N",98,10,"N","N",22,"N",0,"N","Toronto"
"2aa74cd6","Bottom",5,"N",220,11,"N","N",16,"Y",0,"Y","New York"
"547584ac","Middle",4.6,"N",197,11,"N","N",20,"Y",0,"N","Chicago"
"2f848ab0","Middle",4.5,"N",295,11,"N","N",22,"N",0,"N","New York"
"e81f635b","Top",4.7,"N",311,21,"N","N",32,"Y",2,"N","New York"
