"iid","gender","match","samerace","race","goal","dec","attr","intel","prob","met","agediff"
155,0,0,1,2,2,0,5,6,4,0,4
155,0,0,0,2,2,0,3,4,4,0,4
155,0,0,1,2,2,1,8,8,5,0,1
155,0,0,0,2,2,0,2,8,5,0,1
155,0,0,1,2,2,0,4,7,7,0,2
155,0,0,1,2,2,0,5,8,6,0,0
155,0,0,1,2,2,0,3,8,7,0,5
156,0,0,0,1,2,0,4,10,3,0,7
156,0,0,0,1,2,0,3,10,3,0,2
156,0,1,1,1,2,1,7,10,10,1,1
156,0,0,0,1,2,1,8,10,7,0,8
156,0,0,0,1,2,0,7,10,1,0,3
156,0,1,0,1,2,1,6,10,6,0,4
156,0,0,0,1,2,0,7,10,6,0,3
156,0,0,0,1,2,0,8,10,5,0,0
156,0,0,0,1,2,0,7,10,6,0,4
156,0,0,0,1,2,0,6,10,5,0,7
156,0,0,0,1,2,0,6,10,7,0,7
156,0,0,0,1,2,1,7,10,9,0,2
156,0,0,0,1,2,0,4,10,2,0,2
156,0,0,0,1,2,0,5,10,2,0,1
156,0,1,0,1,2,1,5,10,8,0,3
156,0,1,0,1,2,1,6,10,7,0,8
157,0,0,0,4,1,0,2,3,3,0,5
157,0,0,0,4,1,0,2,6,5,0,0
157,0,0,0,4,1,0,7,7,8,1,1
157,0,0,0,4,1,1,7,6,6,0,6
157,0,0,1,4,1,0,3,7,4,0,1
157,0,0,0,4,1,0,5,6,5,0,2
157,0,0,0,4,1,0,5,6,6,0,1
157,0,0,0,4,1,0,6,7,5,0,2
157,0,0,0,4,1,0,6,7,7,0,2
157,0,0,0,4,1,0,4,5,5,0,5
157,0,0,1,4,1,0,2,8,6,0,5
157,0,1,0,4,1,1,8,7,6,0,0
157,0,0,1,4,1,0,3,7,4,0,0
157,0,0,0,4,1,0,5,7,6,0,1
157,0,0,0,4,1,0,7,7,7,0,1
157,0,0,0,4,1,0,5,5,7,0,6
158,1,0,1,2,4,1,10,8,5,0,1
158,1,0,1,2,4,1,6,9,5,0,10
158,1,0,1,2,4,1,9,9,7,0,0
158,1,0,1,2,4,1,9,9,6,0,1
158,1,0,1,2,4,1,8,8,5,0,13
158,1,0,0,2,4,1,9,7,4,0,3
158,1,0,0,2,4,1,9,8,5,0,4
158,1,0,1,2,4,1,9,9,5,0,5
158,1,0,1,2,4,1,10,9,5,0,8
158,1,0,1,2,4,1,10,8,4,0,5
158,1,0,0,2,4,1,9,8,4,0,4
158,1,0,0,2,4,1,7,8,5,0,5
158,1,0,1,2,4,1,9,7,4,0,4
158,1,0,1,2,4,1,10,9,6,0,4
158,1,0,0,2,4,1,9,8,5,0,7
158,1,0,0,2,4,1,9,8,4,0,5
159,1,1,1,2,1,1,7,7,5,0,4
159,1,0,1,2,1,0,5,7,5,0,5
159,1,0,1,2,1,1,8,8,7,0,5
159,1,0,1,2,1,1,8,8,6,0,4
159,1,0,1,2,1,0,6,8,3,0,8
159,1,0,0,2,1,0,6,6,4,0,2
159,1,0,0,2,1,0,7,6,4,0,1
159,1,0,1,2,1,1,8,7,6,0,0
159,1,0,1,2,1,1,8,9,7,0,3
159,1,0,1,2,1,1,8,7,4,0,0
159,1,0,0,2,1,0,7,7,5,0,1
159,1,1,0,2,1,1,7,7,8,0,0
159,1,0,1,2,1,1,7,7,6,0,1
159,1,0,1,2,1,1,7,8,4,0,1
159,1,0,0,2,1,0,6,7,3,0,2
159,1,0,0,2,1,0,6,6,1,0,0
160,1,0,0,1,2,0,6,8,7,0,5
160,1,0,0,1,2,0,4,7,5,0,4
160,1,0,0,1,2,0,6,9,6,0,6
160,1,0,0,1,2,0,4,9,5,0,5
160,1,0,0,1,2,0,5,NA,4,0,7
160,1,1,0,1,2,1,8,9,8,1,3
160,1,0,0,1,2,1,7,8,7,0,2
160,1,1,0,1,2,1,6,9,5,0,1
160,1,0,0,1,2,1,7,9,7,0,2
160,1,0,0,1,2,1,8,NA,7,0,1
160,1,0,0,1,2,0,7,10,5,0,2
160,1,0,0,1,2,0,7,8,4,0,1
160,1,0,0,1,2,1,8,8,5,0,2
160,1,0,0,1,2,0,7,8,7,0,2
160,1,1,1,1,2,1,8,8,9,1,1
160,1,0,0,1,2,1,10,8,7,1,1
161,1,0,1,2,2,0,8,8,6,0,2
161,1,0,1,2,2,0,5,8,5,0,11
161,1,0,1,2,2,0,6,10,3,1,1
161,1,0,1,2,2,0,6,10,2,1,2
161,1,0,1,2,2,0,5,7,3,0,14
161,1,0,0,2,2,0,7,9,3,0,4
161,1,0,0,2,2,0,6,8,4,0,5
161,1,0,1,2,2,0,7,7,5,0,6
161,1,0,1,2,2,0,8,10,3,0,9
161,1,0,1,2,2,1,10,8,4,0,6
161,1,0,0,2,2,0,7,9,5,0,5
161,1,0,0,2,2,0,7,6,3,0,6
161,1,1,1,2,2,1,9,8,8,0,5
161,1,1,1,2,2,1,7,8,6,0,5
161,1,0,0,2,2,0,7,10,3,0,8
161,1,0,0,2,2,0,8,8,5,0,6
162,1,0,0,4,2,0,6,7,5,1,3
162,1,0,0,4,2,0,3,6,4,0,6
162,1,1,0,4,2,1,8,7,10,1,4
162,1,0,0,4,2,0,5,7,3,1,3
162,1,0,0,4,2,0,4,8,3,0,9
162,1,0,1,4,2,1,5,7,4,0,1
162,1,0,1,4,2,1,6,7,5,0,0
162,1,0,0,4,2,1,8,6,4,0,1
162,1,0,0,4,2,0,6,8,5,0,4
162,1,1,0,4,2,1,8,7,6,0,1
162,1,0,1,4,2,0,6,7,4,0,0
162,1,0,1,4,2,0,5,6,3,0,1
162,1,0,0,4,2,0,7,7,2,0,0
162,1,0,0,4,2,0,6,3,3,0,0
162,1,0,0,4,2,1,5,7,4,0,3
162,1,0,1,4,2,0,5,6,3,0,1
163,1,0,1,2,4,0,7,7,2,0,2
163,1,0,1,2,4,0,5,7,2,1,7
163,1,0,1,2,4,0,8,8,4,0,3
163,1,0,1,2,4,0,6,6,3,0,2
163,1,0,1,2,4,0,5,7,3,0,10
163,1,0,0,2,4,0,7,7,6,0,0
163,1,0,0,2,4,0,8,8,4,0,1
163,1,0,1,2,4,1,8,8,3,0,2
163,1,0,1,2,4,1,9,9,5,0,5
163,1,0,1,2,4,1,8,8,3,0,2
163,1,0,0,2,4,0,6,8,3,0,1
163,1,1,0,2,4,1,8,8,5,0,2
163,1,1,1,2,4,1,8,8,5,0,1
163,1,0,1,2,4,0,8,6,4,0,1
163,1,1,0,2,4,1,8,9,6,0,4
163,1,0,0,2,4,0,7,6,3,0,2
164,1,0,1,2,1,0,8,9,3,0,3
164,1,0,1,2,1,0,4,9,2,0,6
164,1,0,1,2,1,0,7,9,4,0,4
164,1,0,1,2,1,0,4,9,5,0,3
164,1,1,1,2,1,1,9,10,10,1,9
164,1,0,0,2,1,0,9,6,3,0,1
164,1,0,0,2,1,0,7,7,3,0,0
164,1,0,1,2,1,0,6,6,1,0,1
164,1,0,1,2,1,1,9,9,7,0,4
164,1,0,1,2,1,1,9,7,5,0,1
164,1,1,0,2,1,1,8,9,5,0,0
164,1,0,0,2,1,0,7,8,4,0,1
164,1,0,1,2,1,0,8,7,2,0,0
164,1,0,1,2,1,0,5,8,5,0,0
164,1,0,0,2,1,0,8,10,5,0,3
164,1,0,0,2,1,1,8,8,5,0,1
165,1,0,1,2,3,0,8,9,3,0,6
165,1,0,1,2,3,0,6,9,5,0,3
165,1,0,1,2,3,0,7,10,5,0,7
165,1,0,1,2,3,0,6,9,4,0,6
165,1,0,1,2,3,1,8,9,5,0,6
165,1,1,0,2,3,1,7,8,4,0,4
165,1,0,0,2,3,1,8,9,4,0,3
165,1,0,1,2,3,1,9,9,5,0,2
165,1,1,1,2,3,1,8,9,7,0,1
165,1,0,1,2,3,0,10,8,3,0,2
165,1,1,0,2,3,1,8,10,4,0,3
165,1,0,0,2,3,0,7,8,5,0,2
165,1,0,1,2,3,0,10,8,2,0,3
165,1,0,1,2,3,0,9,8,5,0,3
165,1,0,0,2,3,0,7,7,6,0,0
165,1,0,0,2,3,1,9,8,4,0,2
166,1,0,0,6,5,0,4,8,2,0,2
166,1,0,0,6,5,0,3,7,2,0,7
166,1,0,0,6,5,1,7,9,4,0,3
166,1,0,0,6,5,0,5,7,4,0,2
166,1,0,0,6,5,0,7,7,2,0,10
166,1,1,0,6,5,1,8,8,2,1,0
166,1,0,0,6,5,1,8,8,2,1,1
166,1,1,0,6,5,1,7,7,4,0,2
166,1,0,0,6,5,0,5,9,7,0,5
166,1,0,0,6,5,0,8,8,NA,0,2
166,1,0,0,6,5,0,8,NA,4,0,1
166,1,0,0,6,5,0,6,7,2,0,2
166,1,1,0,6,5,1,7,7,5,1,1
166,1,0,0,6,5,1,7,7,2,1,1
166,1,0,0,6,5,1,7,7,2,1,4
166,1,0,0,6,5,1,8,8,3,0,2
167,1,1,1,2,2,1,7,7,4,0,1
167,1,0,1,2,2,0,3,6,4,0,10
167,1,0,1,2,2,0,4,5,3,0,0
167,1,0,1,2,2,0,2,6,5,0,1
167,1,0,1,2,2,0,3,8,1,0,13
167,1,0,0,2,2,0,3,5,5,0,3
167,1,0,0,2,2,1,6,6,4,0,4
167,1,0,1,2,2,1,6,6,5,0,5
167,1,1,1,2,2,1,7,6,5,0,8
167,1,0,1,2,2,1,8,5,4,0,5
167,1,1,0,2,2,1,7,8,5,0,4
167,1,0,0,2,2,0,4,6,2,0,5
167,1,0,1,2,2,1,5,7,5,0,4
167,1,0,1,2,2,1,6,5,4,0,4
167,1,0,0,2,2,1,7,6,4,0,7
167,1,0,0,2,2,1,6,6,4,0,5
168,1,1,0,4,1,1,8,7,9,0,1
168,1,0,0,4,1,0,5,5,6,0,10
168,1,0,0,4,1,1,8,8,7,1,0
168,1,0,0,4,1,1,7,7,7,0,1
168,1,0,0,4,1,0,4,7,2,0,13
168,1,0,1,4,1,0,4,8,6,0,3
168,1,0,1,4,1,1,7,8,6,0,4
168,1,0,0,4,1,0,5,6,5,0,5
168,1,0,0,4,1,1,8,7,7,0,8
168,1,0,0,4,1,1,9,7,8,0,5
168,1,0,1,4,1,1,7,7,7,0,4
168,1,0,1,4,1,0,7,7,7,0,5
168,1,0,0,4,1,1,8,8,9,0,4
168,1,0,0,4,1,1,7,7,7,0,4
168,1,0,0,4,1,0,7,8,8,0,7
168,1,0,1,4,1,1,6,8,9,0,5
169,1,1,1,2,2,1,8,9,7,0,4
169,1,0,1,2,2,0,7,9,7,0,5
169,1,0,1,2,2,0,8,8,7,1,5
169,1,0,1,2,2,0,7,9,8,1,4
169,1,0,1,2,2,0,7,9,7,0,8
169,1,1,0,2,2,1,10,8,9,0,2
169,1,1,0,2,2,1,9,9,8,0,1
169,1,0,1,2,2,0,9,9,8,0,0
169,1,0,1,2,2,0,7,9,7,0,3
169,1,0,1,2,2,1,9,9,8,0,0
169,1,0,0,2,2,0,10,8,8,0,1
169,1,0,0,2,2,0,9,8,8,0,0
169,1,1,1,2,2,1,10,9,9,0,1
169,1,0,1,2,2,0,9,8,9,0,1
169,1,0,0,2,2,0,8,10,8,0,2
169,1,1,0,2,2,1,10,8,8,0,0
170,1,0,0,4,1,1,7,7,6,0,4
170,1,0,0,4,1,0,5,7,4,0,5
170,1,0,0,4,1,0,NA,NA,NA,NA,5
170,1,0,0,4,1,1,6,6,5,0,4
170,1,0,0,4,1,1,5,7,5,0,8
170,1,0,1,4,1,1,7,7,6,0,2
170,1,0,1,4,1,1,6,7,5,0,1
170,1,0,0,4,1,1,7,7,5,0,0
170,1,0,0,4,1,1,6,7,5,0,3
170,1,0,0,4,1,1,8,7,6,0,0
170,1,0,1,4,1,0,5,6,3,0,1
170,1,0,1,4,1,1,5,7,5,0,0
170,1,0,0,4,1,1,6,7,5,0,1
170,1,0,0,4,1,1,6,7,6,0,1
170,1,0,0,4,1,1,6,8,5,0,2
170,1,0,1,4,1,1,6,6,6,0,0
171,1,1,1,2,1,1,7,9,7,0,5
171,1,0,1,2,1,0,5,9,7,0,4
171,1,0,1,2,1,1,8,9,9,0,6
171,1,0,1,2,1,1,6,9,6,0,5
171,1,0,1,2,1,1,6,9,7,0,7
171,1,0,0,2,1,0,5,7,8,0,3
171,1,0,0,2,1,1,7,7,6,0,2
171,1,1,1,2,1,1,8,8,8,0,1
171,1,0,1,2,1,1,7,9,5,0,2
171,1,0,1,2,1,1,9,8,7,0,1
171,1,0,0,2,1,1,7,8,6,0,2
171,1,1,0,2,1,1,6,8,7,0,1
171,1,1,1,2,1,1,9,8,9,0,2
171,1,0,1,2,1,1,10,8,4,0,2
171,1,0,0,2,1,1,6,9,5,0,1
171,1,0,0,2,1,1,9,9,6,0,1
172,1,1,1,2,1,1,8,6,6,0,3
172,1,0,1,2,1,0,NA,9,5,0,6
172,1,0,1,2,1,0,4,8,5,0,4
172,1,0,1,2,1,0,2,9,7,0,3
172,1,0,1,2,1,0,1,5,NA,0,9
172,1,1,0,2,1,1,8,NA,5,1,1
172,1,0,0,2,1,1,7,6,3,1,0
172,1,1,1,2,1,1,6,7,6,0,1
172,1,0,1,2,1,0,4,8,9,0,4
172,1,0,1,2,1,1,8,8,4,0,1
172,1,0,0,2,1,1,7,8,7,0,0
172,1,0,0,2,1,0,4,8,5,0,1
172,1,1,1,2,1,1,7,8,5,1,0
172,1,0,1,2,1,0,5,6,5,0,0
172,1,1,0,2,1,1,6,7,6,0,3
172,1,0,0,2,1,1,8,7,4,1,1
173,1,1,1,2,1,1,8,7,5,0,2
173,1,0,1,2,1,0,4,5,3,0,11
173,1,0,1,2,1,0,5,6,4,0,1
173,1,0,1,2,1,0,4,6,4,0,2
173,1,0,1,2,1,0,5,5,3,0,14
173,1,0,0,2,1,0,5,5,4,0,4
173,1,0,0,2,1,0,5,5,4,0,5
173,1,1,1,2,1,1,8,8,6,0,6
173,1,0,1,2,1,1,7,7,4,0,9
173,1,1,1,2,1,1,9,7,6,0,6
173,1,0,0,2,1,0,5,5,3,0,5
173,1,0,0,2,1,0,5,5,3,0,6
173,1,1,1,2,1,1,6,6,4,0,5
173,1,0,1,2,1,1,6,7,5,0,5
173,1,1,0,2,1,1,7,7,5,0,8
173,1,0,0,2,1,1,7,8,6,0,6
174,0,1,0,4,4,1,5,6,6,2,5
174,0,0,1,4,4,0,5,5,5,2,4
174,0,0,1,4,4,1,5,6,6,2,5
174,0,1,0,4,4,1,5,5,8,2,3
174,0,0,0,4,4,1,5,5,7,2,8
174,0,0,0,4,4,1,5,5,7,2,2
174,0,0,0,4,4,1,5,6,8,2,4
174,0,0,0,4,4,1,5,5,8,2,1
174,0,0,0,4,4,1,6,6,8,2,5
174,0,0,1,4,4,1,6,6,8,2,4
175,0,0,0,6,2,1,7,7,6,1,11
175,0,0,0,6,2,0,2,7,7,2,2
175,0,0,0,6,2,0,2,8,7,2,1
175,0,0,0,6,2,0,4,7,5,2,3
175,0,1,0,6,2,1,4,7,6,2,2
175,0,0,1,6,2,1,4,7,7,2,4
175,0,1,0,6,2,1,7,7,7,7,2
175,0,0,0,6,2,1,1,8,8,8,5
175,0,0,0,6,2,0,1,7,5,2,1
175,0,1,0,6,2,1,4,7,7,1,2
176,0,1,0,4,2,1,7,8,3,2,6
176,0,0,1,4,2,0,6,6,2,2,3
176,0,1,1,4,2,1,7,7,5,2,4
176,0,0,0,4,2,0,5,5,1,2,2
176,0,0,0,4,2,0,7,6,2,2,7
176,0,0,0,4,2,0,6,7,1,2,1
176,0,0,0,4,2,0,8,6,2,2,3
176,0,1,0,4,2,1,8,7,5,2,0
176,0,0,0,4,2,1,8,9,4,2,4
176,0,0,1,4,2,1,7,8,5,2,3
177,0,0,1,2,2,1,5,7,5,2,12
177,0,0,0,2,2,0,2,3,2,2,3
177,0,0,0,2,2,0,2,7,5,2,2
177,0,0,1,2,2,0,4,7,5,1,4
177,0,0,1,2,2,0,1,6,5,2,1
177,0,0,0,2,2,0,4,6,4,2,5
177,0,0,1,2,2,1,6,7,5,1,3
177,0,0,1,2,2,1,7,7,6,2,6
177,0,0,1,2,2,1,7,8,6,2,2
177,0,0,0,2,2,0,5,7,5,2,3
178,0,0,0,4,2,0,5,7,2,1,1
178,0,0,1,4,2,1,7,7,6,2,10
178,0,1,1,4,2,1,5,7,7,2,11
178,0,0,0,4,2,0,4,7,5,2,9
178,0,0,0,4,2,0,5,7,6,2,14
178,0,0,0,4,2,1,7,7,6,2,8
178,0,0,0,4,2,1,7,7,5,2,10
178,0,0,0,4,2,1,8,7,7,2,7
178,0,0,0,4,2,0,6,7,4,2,11
178,0,0,1,4,2,1,7,8,8,2,10
179,0,0,0,3,1,0,3,6,5,2,4
179,0,0,0,3,1,0,4,6,5,2,5
179,0,0,0,3,1,0,4,7,5,2,6
179,0,0,0,3,1,0,4,7,5,2,4
179,0,0,0,3,1,0,4,7,5,2,9
179,0,0,0,3,1,0,4,7,5,2,3
179,0,1,0,3,1,1,7,7,7,2,5
179,0,0,0,3,1,0,4,6,5,2,2
179,0,0,0,3,1,0,6,6,5,2,6
179,0,0,0,3,1,0,5,7,5,2,5
180,0,1,0,4,6,1,7,7,8,2,10
180,0,0,1,4,6,0,4,4,3,2,1
180,0,0,1,4,6,0,6,7,7,2,0
180,0,0,0,4,6,0,5,5,5,2,2
180,0,0,0,4,6,0,7,8,7,2,3
180,0,0,0,4,6,0,7,7,6,2,3
180,0,0,0,4,6,0,8,7,7,2,1
180,0,0,0,4,6,0,8,8,7,2,4
180,0,1,0,4,6,1,9,8,7,2,0
180,0,0,1,4,6,0,7,7,6,2,1
181,0,0,0,1,1,1,8,8,7,2,12
181,0,1,0,1,1,1,6,9,6,2,3
181,0,1,0,1,1,1,8,9,7,2,2
181,0,0,0,1,1,0,4,4,3,2,4
181,0,0,0,1,1,0,4,4,4,2,1
181,0,0,0,1,1,1,5,8,4,2,5
181,0,1,0,1,1,1,5,6,4,2,3
181,0,1,0,1,1,1,8,8,5,2,6
181,0,0,0,1,1,0,6,4,5,2,2
181,0,1,0,1,1,1,8,9,7,2,3
182,0,0,0,1,1,1,7,8,6,2,12
182,0,0,0,1,1,0,7,8,6,2,3
182,0,0,0,1,1,0,6,10,6,2,2
182,0,0,0,1,1,0,6,9,8,6,4
182,0,0,0,1,1,0,1,8,6,2,1
182,0,0,0,1,1,0,6,8,6,2,5
182,0,0,0,1,1,0,7,9,6,2,3
182,0,0,0,1,1,1,9,9,6,NA,6
182,0,0,0,1,1,1,8,9,6,2,2
182,0,0,0,1,1,0,5,9,6,2,3
183,0,1,1,2,1,1,8,9,9,2,10
183,0,0,0,2,1,0,7,7,5,2,1
183,0,0,0,2,1,0,8,8,5,2,0
183,0,0,1,2,1,0,6,6,5,2,2
183,0,0,1,2,1,0,6,7,5,2,3
183,0,0,0,2,1,0,6,8,6,2,3
183,0,0,1,2,1,0,7,7,5,1,1
183,0,0,1,2,1,1,7,7,6,2,4
183,0,0,1,2,1,1,8,8,6,2,0
183,0,0,0,2,1,0,7,7,5,2,1
184,1,1,0,2,2,1,8,10,7,2,5
184,1,0,0,2,2,0,7,10,9,1,11
184,1,1,0,2,2,1,10,10,7,2,6
184,1,0,1,2,2,0,8,10,8,2,12
184,1,0,0,2,2,1,8,10,6,2,1
184,1,0,0,2,2,1,10,10,5,2,4
184,1,1,0,2,2,1,10,8,6,2,10
184,1,0,0,2,2,0,10,10,6,2,12
184,1,0,0,2,2,0,8,10,5,2,12
184,1,1,1,2,2,1,10,10,7,2,10
185,1,0,1,4,1,0,6,7,9,2,4
185,1,0,0,4,1,0,3,8,6,1,2
185,1,0,1,4,1,0,3,8,8,2,3
185,1,0,0,4,1,0,2,9,10,2,3
185,1,0,1,4,1,0,3,7,9,2,10
185,1,0,0,4,1,1,8,9,10,2,5
185,1,0,1,4,1,1,9,8,10,2,1
185,1,1,0,4,1,1,9,8,10,2,3
185,1,0,0,4,1,1,6,9,9,1,3
185,1,0,0,4,1,0,6,6,10,2,1
186,1,0,1,4,1,0,4,6,3,2,5
186,1,0,0,4,1,1,7,6,5,2,1
186,1,1,1,4,1,1,8,7,6,2,4
186,1,0,0,4,1,0,5,7,2,2,2
186,1,1,1,4,1,1,5,6,3,2,11
186,1,0,0,4,1,1,7,7,6,2,6
186,1,0,1,4,1,1,7,NA,6,2,0
186,1,1,0,4,1,1,6,8,4,2,2
186,1,0,0,4,1,0,5,6,3,2,2
186,1,0,0,4,1,0,7,6,3,2,0
187,1,1,0,2,2,1,6,NA,9,2,3
187,1,0,0,2,2,0,6,10,2,2,3
187,1,0,0,2,2,0,NA,NA,NA,NA,2
187,1,0,1,2,2,0,4,NA,9,2,4
187,1,0,0,2,2,0,NA,NA,NA,NA,9
187,1,0,0,2,2,1,7,7,9,2,4
187,1,0,0,2,2,1,NA,7,9,2,2
187,1,0,0,2,2,0,NA,NA,NA,NA,4
187,1,0,0,2,2,0,NA,NA,6,2,4
187,1,0,1,2,2,0,4,NA,2,2,2
188,1,0,0,2,2,0,4,5,1,2,8
188,1,1,0,2,2,1,6,6,2,2,2
188,1,0,0,2,2,0,6,7,2,2,7
188,1,0,1,2,2,0,3,5,1,2,1
188,1,0,0,2,2,1,5,6,1,2,14
188,1,0,0,2,2,0,7,6,1,2,9
188,1,0,0,2,2,1,8,5,2,2,3
188,1,0,0,2,2,1,6,5,2,2,1
188,1,0,0,2,2,0,5,7,1,2,1
188,1,0,1,2,2,0,4,5,1,2,3
189,1,0,0,6,1,0,5,7,7,2,2
189,1,0,1,6,1,0,6,5,2,2,4
189,1,0,0,6,1,0,8,5,2,2,1
189,1,0,0,6,1,0,5,6,7,2,5
189,1,0,0,6,1,0,5,8,5,2,8
189,1,0,0,6,1,0,7,8,7,2,3
189,1,0,0,6,1,0,6,8,7,2,3
189,1,0,0,6,1,0,6,7,7,2,5
189,1,0,0,6,1,0,5,6,7,2,5
189,1,0,0,6,1,0,6,7,7,2,3
190,1,0,0,2,2,0,5,8,6,2,4
190,1,1,0,2,2,1,9,8,5,1,2
190,1,0,0,2,2,1,9,8,5,NA,3
190,1,0,1,2,2,0,5,5,5,1,3
190,1,0,0,2,2,0,3,8,5,2,10
190,1,1,0,2,2,1,10,10,5,2,5
190,1,0,0,2,2,1,7,7,4,2,1
190,1,1,0,2,2,1,6,NA,6,2,3
190,1,0,0,2,2,1,7,7,4,2,3
190,1,0,1,2,2,1,8,8,6,1,1
191,1,0,0,2,5,0,5,7,6,2,1
191,1,0,0,2,5,0,5,8,7,2,5
191,1,1,0,2,5,1,7,7,7,2,0
191,1,0,1,2,5,0,5,7,6,2,6
191,1,0,0,2,5,0,5,7,7,2,7
191,1,0,0,2,5,1,8,9,6,2,2
191,1,0,0,2,5,1,7,7,7,2,4
191,1,1,0,2,5,1,8,8,7,2,6
191,1,0,0,2,5,0,5,7,5,2,6
191,1,0,1,2,5,0,5,7,6,2,4
192,1,0,0,2,1,0,3,8,5,2,5
192,1,0,0,2,1,0,4,7,9,2,1
192,1,0,0,2,1,0,7,9,2,2,4
192,1,0,1,2,1,0,6,6,8,2,2
192,1,0,0,2,1,0,4,6,4,2,11
192,1,0,0,2,1,1,7,8,9,2,6
192,1,1,0,2,1,1,7,8,7,2,0
192,1,0,0,2,1,0,7,6,2,2,2
192,1,0,0,2,1,0,3,7,4,2,2
192,1,0,1,2,1,0,5,6,6,2,0
193,1,0,1,4,1,0,3,7,6,2,4
193,1,1,0,4,1,1,5,8,8,1,2
193,1,0,1,4,1,0,6,9,7,2,3
193,1,0,0,4,1,0,6,8,7,2,3
193,1,0,1,4,1,0,3,9,8,2,10
193,1,0,0,4,1,1,9,9,6,2,5
193,1,0,1,4,1,1,7,8,7,2,1
193,1,1,0,4,1,1,8,8,7,2,3
193,1,0,0,4,1,0,3,7,8,2,3
193,1,0,0,4,1,0,6,7,6,2,1
194,0,0,1,2,3,1,7,10,5,2,1
194,0,0,0,2,3,1,9,9,6,2,2
194,0,0,1,2,3,0,4,8,5,2,3
194,0,0,1,2,3,1,8,10,5,2,2
194,0,0,1,2,3,1,8,10,4,2,0
194,0,0,1,2,3,1,8,8,6,2,2
194,0,0,0,2,3,0,6,10,7,2,1
194,0,1,0,2,3,1,8,10,7,2,3
194,0,0,1,2,3,0,3,9,5,2,3
194,0,0,1,2,3,0,6,10,6,2,4
194,0,0,1,2,3,1,7,10,7,2,8
194,0,0,0,2,3,0,7,10,6,2,4
194,0,0,1,2,3,1,10,8,6,2,1
194,0,0,1,2,3,1,10,7,5,2,2
194,0,0,0,2,3,0,7,10,4,2,0
194,0,0,1,2,3,1,8,8,6,2,4
194,0,0,1,2,3,0,6,9,5,2,18
194,0,0,0,2,3,1,8,9,7,2,6
194,0,0,1,2,3,0,5,9,7,2,7
194,0,0,0,2,3,0,6,9,5,2,5
195,0,0,1,2,1,0,8,10,1,1,4
195,0,1,0,2,1,1,7,9,8,2,1
195,0,0,1,2,1,0,5,7,7,2,0
195,0,1,1,2,1,1,9,10,7,2,1
195,0,0,1,2,1,0,6,10,6,2,3
195,0,0,1,2,1,0,9,9,7,2,1
195,0,0,0,2,1,0,5,9,8,2,2
195,0,0,0,2,1,0,7,7,5,2,0
195,0,0,1,2,1,0,4,10,7,2,0
195,0,0,1,2,1,0,6,10,6,2,1
195,0,0,1,2,1,0,8,10,7,2,5
195,0,1,0,2,1,1,6,8,8,2,1
195,0,0,1,2,1,1,10,9,7,2,4
195,0,0,1,2,1,0,9,7,8,2,1
195,0,0,0,2,1,0,8,10,6,2,3
195,0,1,1,2,1,1,8,9,9,2,1
195,0,0,1,2,1,0,6,6,8,2,15
195,0,0,0,2,1,0,6,9,9,2,3
195,0,0,1,2,1,0,5,7,7,2,4
195,0,1,0,2,1,1,6,10,7,2,2
196,0,1,0,4,1,1,5,7,5,1,2
196,0,0,1,4,1,1,5,7,5,2,1
196,0,0,0,4,1,0,2,5,7,2,2
196,0,0,0,4,1,1,6,7,8,1,1
196,0,0,0,4,1,0,2,3,1,2,1
196,0,1,0,4,1,1,6,7,8,1,1
196,0,0,0,4,1,0,4,3,5,2,0
196,0,0,1,4,1,0,3,4,3,2,2
196,0,0,0,4,1,0,2,4,2,2,2
196,0,0,0,4,1,0,2,7,1,2,3
196,0,0,0,4,1,0,2,3,3,2,7
196,0,0,0,4,1,0,3,4,3,2,3
196,0,0,0,4,1,0,5,5,5,2,2
196,0,0,0,4,1,0,5,4,5,2,1
196,0,0,1,4,1,0,2,3,3,2,1
196,0,0,0,4,1,0,3,5,5,2,3
196,0,0,0,4,1,0,2,3,5,2,17
196,0,0,0,4,1,0,3,7,2,2,5
196,0,0,0,4,1,0,3,4,2,2,6
196,0,0,1,4,1,0,2,7,6,2,4
197,0,0,0,6,1,0,7,7,5,2,1
197,0,0,0,6,1,0,8,8,6,2,2
197,0,0,0,6,1,0,7,7,5,2,3
197,0,1,0,6,1,1,8,9,5,2,2
197,0,0,0,6,1,0,7,7,5,2,0
197,0,0,0,6,1,0,7,8,9,2,2
197,0,0,1,6,1,0,7,7,5,2,1
197,0,0,0,6,1,0,7,7,5,2,3
197,0,0,0,6,1,0,7,7,5,2,3
197,0,0,0,6,1,0,7,7,5,NA,4
197,0,0,0,6,1,0,8,8,5,2,8
197,0,0,0,6,1,0,7,7,5,2,4
197,0,0,0,6,1,0,7,8,5,2,1
197,0,0,0,6,1,0,7,7,4,2,2
197,0,0,0,6,1,0,7,7,5,2,0
197,0,0,0,6,1,0,7,7,5,2,4
197,0,0,0,6,1,0,7,7,5,2,18
197,0,1,0,6,1,1,10,10,1,1,6
197,0,1,0,6,1,1,10,10,1,1,7
197,0,0,0,6,1,0,7,7,4,2,5
198,0,0,0,4,2,0,4,5,4,2,0
198,0,0,1,4,2,0,4,5,4,2,3
198,0,0,0,4,2,0,3,5,4,2,4
198,0,0,0,4,2,0,6,7,3,2,3
198,0,0,0,4,2,0,5,5,4,2,1
