"idcode","rec","rel","fun","clar","home","class","fac"
176394,1,4,4,4,4,3,3
176394,0,3,4,3,3,3,3
176394,0,4,4,4,4,3,3
176394,1,3,4,4,3,3,4
176394,0,4,4,4,4,3,4
176394,0,4,3,3,3,3,3
176394,0,3,3,3,3,3,3
176394,0,3,3,2,2,2,2
176394,1,5,4,4,4,3,3
176394,0,5,4,3,4,4,3
176394,1,4,5,4,3,4,3
176396,1,3,4,4,NA,NA,4
176396,0,4,4,3,NA,NA,3
176396,0,3,3,3,3,NA,3
176396,1,4,5,5,4,4,4
176396,0,3,4,3,NA,NA,4
176396,1,4,4,4,NA,NA,3
176396,1,4,4,4,NA,NA,4
176396,0,4,4,3,3,NA,3
176396,1,4,4,4,4,4,4
176396,1,4,4,4,NA,NA,3
176396,1,4,4,4,NA,4,4
176396,0,4,3,4,NA,NA,3
176396,0,4,4,4,NA,NA,3
176396,1,3,4,4,4,NA,4
176396,0,3,4,3,3,NA,4
176396,1,4,4,4,4,4,4
176396,0,4,4,3,NA,3,3
176396,1,4,4,4,NA,NA,4
176400,0,3,4,4,4,3,3
176400,0,4,4,3,3,3,3
176400,1,4,4,4,4,4,3
176400,0,3,4,4,3,3,3
176400,0,3,5,4,4,3,2
176400,1,5,4,5,5,4,2
176400,0,3,5,4,4,4,3
176400,0,3,5,4,4,3,4
176400,0,3,4,4,4,3,3
176400,0,4,5,5,4,5,4
176400,1,4,5,5,4,4,2
176400,1,3,4,4,3,3,5
176400,0,4,4,5,5,4,3
176400,0,5,4,5,4,4,5
176400,0,4,4,2,3,2,1
176400,1,5,4,5,5,4,3
176400,0,5,4,4,3,3,2
176400,1,4,5,5,4,4,3
176403,0,3,4,4,4,4,3
176403,0,3,4,4,4,3,3
176403,0,3,4,3,3,3,3
176403,0,3,4,3,4,3,3
176403,0,4,4,3,4,3,3
176403,1,4,4,4,4,4,4
176403,0,3,4,3,3,2,3
176403,1,4,4,4,4,4,3
176403,0,4,4,4,4,4,3
176403,0,3,4,4,4,4,3
176403,0,3,4,4,4,3,3
176403,1,4,4,4,4,4,4
176403,0,4,3,3,4,3,3
176403,1,4,4,4,4,3,3
176403,0,3,4,3,3,3,2
176403,1,4,4,4,4,4,3
176403,0,3,3,3,3,3,2
176403,0,3,4,4,4,3,3
176404,0,3,4,3,3,3,3
176404,0,3,3,3,3,4,3
176404,0,3,4,3,3,3,2
176404,1,3,4,4,4,3,3
176404,0,3,5,3,4,3,3
176404,1,4,3,4,4,3,3
176404,1,4,4,4,3,3,4
176404,1,4,3,4,4,3,3
176404,0,3,3,3,3,3,3
176404,0,3,4,3,3,3,2
176404,1,4,4,4,4,3,4
176404,0,4,3,3,3,3,3
176404,0,3,3,3,3,3,2
176404,1,4,4,3,4,3,4
176404,0,5,5,5,5,5,1
176404,0,4,4,3,4,3,3
176404,1,5,4,3,3,3,3
176404,1,4,4,4,3,3,3
176405,1,4,4,5,4,4,3
176405,1,4,4,4,4,4,2
176405,0,3,4,3,3,3,2
176405,0,3,5,5,3,3,2
176405,1,3,5,3,3,4,1
176405,1,4,4,4,5,3,1
176405,1,4,4,3,4,3,3
176405,1,4,5,4,3,4,2
176405,1,4,5,4,4,5,3
176405,1,4,4,4,3,4,3
176405,1,4,4,4,4,3,3
176405,1,4,4,3,4,3,1
176405,1,4,4,4,4,4,3
176405,1,4,4,3,4,3,3
176405,0,3,4,3,3,3,2
176405,1,4,4,5,4,4,5
176405,1,4,4,4,3,3,2
176405,1,4,4,4,3,3,3
176406,0,4,2,4,3,NA,2
176406,1,4,3,3,3,NA,3
176406,1,5,5,4,4,NA,2
176406,1,4,5,3,5,4,2
176406,0,4,5,2,5,3,2
176406,0,5,3,2,5,5,4
176406,0,3,5,3,2,NA,3
176406,1,5,5,5,5,5,4
176406,1,5,5,4,4,4,3
176406,0,3,5,2,3,NA,3
176406,0,4,3,4,5,1,3
176406,0,4,2,4,3,NA,2
176406,1,4,5,4,3,3,2
176406,1,4,4,4,5,NA,3
176406,0,3,5,2,NA,3,4
176406,1,5,5,5,5,5,3
176406,0,3,5,3,3,NA,1
176406,1,5,5,4,4,4,3
176407,1,5,5,5,5,5,5
176407,1,3,4,4,5,4,4
176407,1,4,4,3,3,3,3
176407,1,3,4,4,3,3,3
176407,0,3,4,3,3,2,4
176407,1,5,5,5,5,4,4
176407,1,4,4,4,4,4,4
176407,1,5,5,4,4,4,5
176407,0,4,4,4,5,3,2
176407,1,4,4,4,3,4,3
176407,1,4,4,4,4,4,4
176407,1,5,5,5,5,4,4
176407,1,5,5,5,5,5,4
176407,0,4,4,3,5,3,3
176407,0,4,4,3,3,2,3
176407,1,4,5,4,4,4,5
176407,1,5,5,5,5,4,3
176407,1,4,4,5,5,5,4
176408,0,4,4,4,3,4,3
176408,0,5,3,3,3,2,2
176408,0,4,4,3,3,2,2
176408,1,4,4,4,3,4,3
176408,0,3,4,4,3,2,3
176408,1,4,4,4,3,3,3
176408,0,3,4,4,3,3,3
176408,0,3,4,4,3,3,3
176408,1,4,4,4,4,3,3
176408,0,4,4,3,3,2,2
176408,1,4,3,4,4,3,2
176408,0,4,4,3,4,2,3
176408,1,4,5,4,3,3,3
176408,0,3,3,3,3,3,2
176408,0,3,4,3,3,2,3
176408,1,4,4,5,4,3,3
176408,0,4,4,3,4,2,3
176408,1,4,4,4,3,3,3
176410,1,3,3,4,4,2,3
176410,0,3,4,3,5,4,2
176410,0,3,3,3,3,NA,2
176410,0,3,4,4,3,NA,2
176410,0,3,4,3,5,NA,2
176410,0,3,3,3,5,3,2
176410,0,3,4,4,3,4,3
176410,0,4,4,4,4,NA,2
176410,0,4,3,3,4,NA,2
176410,1,3,4,4,4,NA,3
176410,1,4,4,4,4,4,3
176410,1,4,4,4,5,NA,3
176410,0,3,4,4,3,3,3
176410,0,3,4,3,5,3,3
176410,0,3,3,3,NA,NA,3
176410,1,4,4,4,4,NA,3
176410,1,5,NA,4,4,3,3
176410,0,3,4,4,4,4,3
176411,0,2,3,4,3,3,3
176411,0,3,4,3,3,3,3
176411,0,3,3,2,2,2,2
176411,0,2,3,3,2,4,3
176411,0,3,3,2,3,3,3
176411,0,3,3,3,4,2,2
176411,0,3,3,3,3,2,3
176411,0,2,4,4,3,4,3
176411,0,2,3,3,3,2,3
176411,0,2,4,3,4,3,2
176411,0,3,3,3,4,2,2
176411,0,4,3,3,3,3,3
176411,0,3,3,3,3,3,2
176411,0,4,4,3,4,4,2
176411,0,2,4,3,3,4,3
176411,0,4,4,3,3,3,3
176411,0,4,3,2,3,3,3
176411,0,3,4,3,3,3,3
176413,1,4,5,5,3,3,1
176413,0,3,5,3,3,2,3
176413,0,3,5,1,5,1,3
176413,1,5,5,5,5,4,2
176413,1,3,5,4,4,3,4
176413,1,5,5,5,4,4,4
176413,1,3,5,4,4,3,4
176413,0,3,5,4,4,5,4
176413,1,5,5,3,3,3,4
176413,0,3,5,2,3,2,3
176414,1,4,3,4,3,3,3
176414,1,4,4,3,3,3,4
176414,0,3,2,2,5,2,2
176414,0,4,3,3,3,2,3
176414,0,3,3,3,3,4,3
176414,0,2,2,2,3,2,1
176414,1,4,3,4,4,3,4
176414,0,3,3,3,3,2,3
176414,1,4,4,3,3,3,3
176414,0,3,3,3,2,2,3
176415,0,5,5,5,5,5,1
176415,0,3,5,4,3,3,4
176415,0,2,5,2,5,2,3
176415,1,5,5,5,5,5,5
176415,0,3,5,4,5,3,4
176415,1,4,3,5,5,4,4
176415,1,5,5,4,4,4,4
176415,0,3,5,4,5,3,4
176415,0,3,5,5,5,3,4
176415,0,NA,NA,NA,NA,NA,NA
176417,1,5,5,5,5,5,1
176417,0,4,5,4,4,3,2
176417,0,3,4,3,5,2,1
176417,1,5,5,5,5,5,5
176417,0,3,5,4,4,3,3
176417,0,4,3,3,4,3,2
176417,0,4,4,3,3,3,1
176417,0,4,4,4,5,3,1
176417,0,3,5,3,4,3,1
176417,0,NA,NA,NA,NA,NA,NA
176420,1,4,4,4,4,3,4
176420,0,3,4,2,2,2,3
176420,0,2,1,1,3,1,4
176420,1,3,4,3,4,3,4
176420,0,4,5,4,4,3,4
176420,0,5,3,2,2,1,4
176420,1,4,4,3,3,2,3
176420,0,3,4,2,3,2,4
176420,1,5,5,4,5,2,3
176420,0,4,4,3,4,2,3
176421,1,4,5,4,4,4,1
176421,1,5,5,3,5,5,1
176421,0,3,3,3,3,1,5
176421,1,3,5,4,4,3,1
176421,1,4,4,4,5,5,1
176421,0,3,3,1,1,1,1
176421,1,5,5,3,4,3,1
176421,0,4,3,4,5,4,1
176421,1,3,5,2,2,3,1
176421,1,4,5,4,5,1,1
176423,1,5,4,3,3,3,2
176423,0,3,3,3,3,3,2
176423,0,3,3,3,3,3,1
176423,0,3,3,3,3,3,2
176423,0,3,3,3,3,3,2
176423,0,3,3,3,3,3,2
176423,0,3,3,3,4,4,2
176423,0,5,3,3,4,3,4
176423,0,3,3,3,3,3,1
176423,0,3,3,3,3,3,1
176426,1,4,4,3,3,3,4
176426,1,3,4,5,4,3,4
176426,0,3,4,3,4,4,3
176426,0,3,4,3,3,3,3
176426,0,4,3,5,4,4,2
176426,0,4,4,4,4,4,2
176426,1,3,5,5,4,4,4
176426,1,4,4,4,3,4,4
176426,0,3,4,3,3,3,4
176426,0,4,4,4,4,3,3
176429,1,5,4,5,4,4,4
176429,0,4,4,4,4,4,4
176429,0,3,5,4,NA,NA,4
176429,1,4,4,4,3,5,4
176429,1,4,NA,4,4,4,4
176429,1,4,5,5,3,5,4
176429,1,5,5,5,5,NA,4
176429,1,5,4,5,5,4,4
176429,1,4,4,3,3,3,4
176429,1,4,4,5,4,NA,4
176430,0,3,3,2,1,2,2
176430,0,2,2,3,1,1,2
176430,0,1,1,2,3,1,2
176430,0,3,3,3,2,2,2
176430,0,2,4,1,1,1,NA
176430,0,3,3,2,4,2,2
176430,1,4,3,3,3,3,2
176430,1,5,3,3,3,3,3
176430,0,2,1,1,1,1,2
176430,0,1,3,3,2,1,NA
176431,0,3,3,3,3,3,1
176431,0,3,3,3,3,3,1
176431,0,3,3,3,3,3,1
176431,0,NA,NA,NA,NA,NA,NA
176431,0,3,3,3,3,3,1
176431,0,NA,NA,NA,NA,NA,NA
176431,0,3,3,3,3,3,1
176431,0,3,3,3,3,2,1
176431,0,4,3,3,4,2,NA
176431,0,3,3,3,3,2,1
176435,0,4,3,NA,NA,3,3
176435,1,4,4,NA,NA,2,3
176435,1,4,4,4,3,3,NA
176435,1,4,4,4,NA,NA,4
176435,1,4,NA,4,4,NA,3
176437,1,4,4,4,5,4,3
176437,0,3,5,3,4,3,3
176437,1,5,5,4,4,4,3
176437,1,4,4,4,4,3,3
176437,1,3,4,4,5,3,3
176438,1,4,4,3,3,3,3
176438,0,2,4,5,4,1,1
176438,0,2,4,2,4,1,4
176438,0,3,3,1,4,1,4
176438,1,4,4,5,5,4,5
176440,1,4,4,4,4,4,4
176440,0,3,5,3,4,3,3
176440,0,4,4,4,4,NA,4
176440,1,4,4,4,4,4,4
176440,0,3,3,4,3,4,4
176442,0,3,3,3,3,3,5
176442,1,3,5,4,4,3,5
176442,1,4,4,4,5,3,4
176442,1,5,5,4,4,4,4
176442,1,4,5,4,4,3,3
176442,1,3,4,4,4,4,5
176442,1,4,5,4,3,3,3
176442,0,3,4,3,3,4,2
176442,0,4,3,4,5,3,3
176442,1,4,4,4,4,4,4
176442,1,3,5,5,5,5,5
176442,1,5,5,5,5,5,5
176442,0,3,4,5,4,4,5
176442,1,3,5,3,3,2,5
176442,1,4,4,4,4,4,4
176442,1,3,3,5,5,5,4
176446,0,3,3,NA,NA,NA,2
176446,0,3,4,4,NA,NA,3
176446,0,4,5,4,4,NA,4
176446,0,3,4,NA,NA,NA,2
176446,0,3,3,NA,4,NA,2
176446,0,3,4,4,NA,NA,2
176446,1,5,5,5,4,4,5
176446,0,4,4,NA,NA,4,2
176446,0,3,4,3,NA,NA,3
176446,0,3,4,4,NA,NA,2
176446,0,3,4,NA,NA,NA,2
176446,0,4,4,4,NA,NA,3
176446,0,3,4,NA,NA,NA,2
176446,0,4,4,4,NA,NA,3
176446,0,4,4,4,NA,NA,3
176446,0,3,4,4,NA,NA,2
176447,0,3,3,3,3,3,3
176447,0,3,3,3,3,3,3
176447,1,4,3,4,5,4,5
176447,1,4,3,3,3,3,3
176447,0,3,3,3,3,3,3
176447,1,4,4,4,4,4,3
176447,0,3,4,3,3,3,3
176447,1,4,4,3,3,3,3
176447,1,4,4,3,4,4,5
176447,0,3,3,3,3,3,3
176447,0,3,4,3,3,2,3
176447,1,4,4,4,4,3,3
176447,0,3,4,3,3,3,3
176447,0,3,4,3,3,2,3
176447,1,4,5,5,4,4,5
176447,0,3,4,4,3,3,3
176449,0,3,4,3,4,NA,3
176449,0,3,4,3,3,4,4
176449,1,5,4,4,4,3,3
176449,0,4,3,4,3,4,2
176449,0,3,4,3,4,NA,4
176449,0,3,3,3,3,3,4
176449,0,2,4,2,2,2,4
176449,0,4,4,3,3,NA,NA
176449,1,4,3,2,4,4,4
176449,0,3,3,4,3,4,4
176449,0,3,4,3,4,NA,4
176449,1,4,4,4,4,4,4
176449,0,3,4,3,4,NA,4
176449,1,3,4,3,4,NA,3
176449,1,4,4,3,3,3,NA
176449,1,3,4,4,3,NA,3
176453,0,3,3,3,NA,NA,3
176453,1,3,3,4,NA,3,3
176453,0,3,3,3,3,NA,3
176453,1,4,4,4,NA,3,3
176453,1,3,3,3,4,3,3
176453,1,4,4,4,3,4,4
176453,1,3,3,4,NA,3,3
176453,0,3,3,3,NA,3,3
176453,0,3,3,3,NA,NA,3
176453,1,3,3,4,NA,3,3
176453,1,3,3,3,NA,NA,4
176453,1,4,4,4,NA,3,3
176453,0,3,3,3,NA,3,3
176453,1,3,3,4,4,NA,3
176453,1,3,3,3,4,NA,3
176453,0,3,3,3,NA,NA,3
176454,0,3,4,3,4,4,3
176454,0,3,4,4,5,3,3
176454,0,5,5,5,5,5,3
176454,1,5,4,5,4,3,3
176454,0,3,4,4,4,2,2
176454,1,5,5,5,4,3,2
176454,0,4,5,5,4,3,3
176454,0,4,5,3,3,3,2
176454,1,5,5,5,5,4,3
176454,0,4,4,4,4,4,2
176454,0,3,5,3,4,3,3
176454,1,5,5,5,4,5,3
176454,0,3,5,3,5,3,3
176454,1,4,5,4,4,4,3
176454,1,5,5,5,5,4,2
176454,1,5,5,5,5,4,3
176455,0,2,3,2,4,2,3
176455,0,1,3,2,3,2,2
176455,0,4,4,4,3,3,3
176455,1,4,4,4,4,3,3
176455,0,2,3,3,3,2,2
176455,0,3,4,3,3,4,3
176455,0,3,4,4,4,4,4
176455,0,4,3,3,3,3,3
176455,0,4,4,3,3,3,3
176455,0,3,3,3,3,2,3
176455,0,2,3,3,3,2,3
176455,1,4,4,4,4,3,3
176455,0,2,4,2,4,3,3
176455,0,3,4,3,4,3,4
176455,0,3,4,3,4,4,3
176455,0,2,4,3,4,3,4
176456,0,3,4,2,5,2,2
176456,0,2,5,3,5,2,2
176456,1,4,5,5,5,5,5
176456,1,4,5,4,5,3,4
176456,0,4,3,2,4,5,1
176456,1,3,5,4,5,4,3
176456,0,4,5,3,5,3,3
176456,0,4,3,4,4,3,3
176456,0,4,3,5,5,3,3
176456,0,3,5,3,5,3,3
176456,0,3,5,5,5,3,4
176456,1,4,5,4,5,5,5
176456,0,3,4,2,5,4,2
176456,0,3,4,2,5,2,2
176456,1,3,5,4,5,4,4
176456,1,3,5,5,5,4,4
176457,0,2,2,2,2,1,2
176457,0,2,3,3,3,3,3
176457,0,4,3,5,5,4,4
176457,1,4,4,4,3,4,3
176457,0,2,3,2,3,2,3
176457,0,3,4,3,3,3,3
176457,0,3,3,4,4,3,3
176457,0,3,4,3,3,3,3
176457,0,3,4,4,4,3,4
176457,0,3,3,3,2,3,3
176457,0,2,4,4,3,4,3
176457,1,4,4,4,4,4,3
176457,0,2,3,3,3,2,3
176457,0,3,4,3,4,3,3
176457,0,4,4,4,4,4,4
176457,0,3,3,3,3,3,4
176459,1,4,4,3,NA,3,3
176459,0,3,4,3,3,3,3
176459,1,4,4,4,4,5,4
176459,1,4,4,4,4,5,3
176459,0,3,4,3,3,NA,2
176459,0,3,3,3,3,2,3
176459,0,4,3,3,3,NA,3
176459,1,4,5,4,4,3,3
176459,1,4,5,4,4,3,4
176459,1,4,4,4,4,NA,3
176459,0,4,4,3,NA,2,3
176459,1,4,4,3,3,3,4
176459,1,4,4,4,4,3,3
176459,1,4,5,4,3,NA,3
176459,0,3,4,3,3,NA,2
176459,0,3,5,3,NA,NA,1
176460,0,3,5,4,5,NA,4
176460,0,3,5,3,4,2,3
176460,0,3,4,5,5,4,3
176460,0,3,4,3,5,2,3
176460,0,3,4,3,4,NA,3
176460,1,4,5,4,4,4,4
176460,1,4,4,4,4,4,4
176460,1,3,5,3,4,NA,3
176460,1,4,5,4,4,2,4
176460,1,4,4,4,4,4,4
176460,0,4,5,3,5,2,3
176460,0,4,5,3,4,2,3
176460,1,4,4,4,4,4,3
176460,0,4,4,4,NA,NA,4
176460,1,4,5,5,5,5,5
176460,1,5,4,5,5,4,4
176461,0,4,4,4,3,3,3
176461,0,3,5,3,5,3,3
176461,0,3,4,5,2,1,2
176461,0,3,4,4,3,2,2
176461,0,3,3,3,3,3,2
176461,0,4,4,5,3,3,2
176461,0,3,3,3,4,3,3
176461,0,4,3,3,4,4,3
176461,0,4,4,4,3,3,2
176461,1,5,4,5,4,3,3
176461,0,4,5,3,3,2,3
176461,0,4,5,3,3,2,2
176461,1,5,5,5,4,3,4
176461,1,4,4,5,4,3,3
176461,0,4,5,4,4,3,2
176461,0,4,4,5,4,3,3
176462,0,3,4,3,3,3,3
176462,0,2,3,2,4,2,3
176462,1,4,4,4,4,3,5
176462,0,3,3,4,3,3,2
176462,0,3,3,2,3,2,2
176462,1,3,4,4,4,3,3
176462,1,3,3,4,3,4,3
176462,1,4,3,4,4,3,3
176462,0,3,5,3,3,2,3
176462,1,4,4,4,3,5,3
176462,0,3,4,3,3,3,3
176462,0,3,4,2,4,2,2
176462,0,4,3,3,4,2,2
176462,0,3,3,3,4,2,2
176462,1,3,4,3,5,3,3
176462,0,3,3,3,4,2,2
176464,0,4,4,4,NA,NA,2
176464,0,3,5,3,NA,NA,2
176464,0,4,4,4,3,3,3
176464,0,3,4,4,NA,4,3
176464,1,5,5,4,4,4,5
176464,0,5,3,4,3,3,2
176464,0,4,4,NA,NA,NA,2
176464,0,3,3,3,NA,NA,1
176464,1,5,5,5,NA,5,4
176464,1,5,5,5,NA,NA,3
176464,1,4,5,NA,NA,NA,3
176464,0,4,4,3,NA,3,3
176464,0,4,4,NA,NA,NA,2
176464,0,3,5,NA,4,3,3
176464,0,4,4,4,5,3,3
176464,1,4,4,5,NA,NA,3
176465,0,4,4,4,4,3,2
176465,0,3,5,3,4,3,3
176465,0,4,4,4,4,3,3
176465,0,3,4,3,4,3,3
176465,1,4,4,4,4,4,3
176465,1,4,4,5,4,3,3
176465,1,4,4,3,5,3,3
176465,1,5,4,4,3,3,3
176465,1,4,5,4,4,4,4
176465,0,5,5,5,4,2,2
176465,1,4,5,3,5,3,3
176465,0,4,4,3,4,3,3
176465,0,5,4,4,5,2,2
176465,0,5,5,3,3,3,3
176465,0,4,4,4,4,3,3
176465,1,5,4,3,4,3,3
176466,0,3,3,3,NA,NA,2
176466,0,2,4,3,NA,NA,2
176466,1,4,4,5,NA,NA,3
176466,0,3,4,3,NA,NA,3
176466,0,4,4,4,NA,NA,2
176466,1,4,4,5,NA,NA,2
176466,1,4,4,4,4,NA,2
176466,1,4,4,4,NA,NA,3
176466,0,3,4,4,5,NA,4
176466,0,4,4,4,NA,NA,NA
176466,0,4,4,3,NA,NA,3
176466,0,3,4,3,NA,NA,2
176466,1,4,4,4,NA,NA,3
176466,1,4,4,4,NA,NA,2
176466,1,4,4,4,NA,NA,2
176466,1,4,4,4,NA,NA,2
176468,1,4,4,4,4,4,5
176468,0,3,3,3,3,3,3
176468,1,4,4,4,4,4,4
176468,1,4,4,4,4,4,4
176468,0,3,3,3,3,2,2
176468,0,3,4,4,3,4,3
176468,1,4,4,3,3,3,3
176468,0,3,3,3,3,3,3
176468,1,4,4,4,4,4,4
176468,1,5,4,4,4,4,4
176468,1,4,4,4,4,3,4
176468,0,4,4,3,3,3,4
176468,1,4,4,4,4,4,5
176468,1,4,4,4,4,4,4
176468,0,4,4,4,4,3,4
176468,1,3,4,4,4,4,5
176469,1,4,4,4,4,4,4
176469,0,4,5,4,4,4,4
176469,0,4,4,5,4,5,4
176469,0,4,5,4,5,4,4
176469,0,4,4,4,4,4,4
176469,1,5,4,5,4,NA,5
176469,1,5,5,NA,5,NA,4
176469,0,5,4,4,4,4,4
176469,0,4,4,4,5,4,4
176469,1,5,5,5,4,4,4
176469,0,5,5,4,4,3,4
176469,0,5,5,4,4,3,4
176469,1,5,5,5,5,5,5
176469,0,5,4,4,4,4,5
176469,0,4,4,4,5,4,4
176469,1,5,4,5,5,4,4
176471,1,4,4,5,4,4,4
176471,0,3,4,3,4,5,4
176471,1,4,5,5,4,5,5
176471,1,3,4,3,4,2,3
176471,1,3,4,3,4,4,4
176471,0,3,3,5,4,3,4
176471,1,4,4,3,4,3,3
176471,1,4,4,3,5,5,4
176471,1,4,5,4,4,3,3
176471,1,5,5,4,4,3,4
176471,1,4,4,3,4,3,3
176471,1,3,4,3,4,3,4
176471,1,5,4,4,5,3,5
176471,1,5,4,4,5,3,3
176471,1,3,4,5,5,3,3
176471,1,5,4,5,5,3,3
176473,1,4,4,4,3,3,3
176473,0,3,3,3,3,3,2
176473,0,3,4,3,3,3,3
176473,0,3,3,3,3,3,3
176473,0,3,3,3,3,3,2
176473,0,3,4,3,3,3,3
176473,0,3,4,4,3,3,3
176473,1,4,4,4,4,4,3
176473,1,4,4,4,4,3,3
176473,1,5,4,4,4,4,3
176473,0,3,3,3,3,3,2
176473,0,3,3,3,3,3,2
176473,1,3,4,4,3,3,3
176473,1,3,4,4,4,3,3
176473,1,4,4,4,4,3,3
176473,1,4,4,4,4,4,3
176475,1,4,4,4,4,4,3
176475,0,2,4,3,4,2,4
176475,0,2,4,4,4,3,4
176475,0,3,3,4,3,4,3
176475,1,3,4,4,4,4,3
176475,1,3,4,3,3,4,4
176475,1,4,4,4,3,4,4
176475,1,1,4,4,4,4,4
176475,0,1,3,4,4,4,3
176475,1,3,3,3,4,4,4
176476,1,4,4,3,4,3,2
176476,0,3,3,3,4,3,2
176476,1,4,4,3,3,3,3
176476,0,3,3,3,3,3,1
176476,0,4,3,4,3,3,2
176476,0,3,4,3,3,2,1
176476,0,4,4,4,3,2,2
176476,1,4,3,4,4,3,3
176476,1,4,4,3,4,4,3
176476,1,4,4,3,4,3,3
176477,1,3,4,3,3,3,3
176477,0,2,2,2,3,2,2
176477,0,2,3,2,3,2,3
176477,0,3,3,3,NA,3,3
176477,0,1,3,2,3,2,3
176477,0,3,3,2,3,3,3
176477,1,3,4,4,4,2,3
176477,1,4,4,3,4,4,3
176477,1,4,4,4,4,4,3
176477,0,3,4,3,4,3,3
176478,0,3,4,3,NA,3,2
176478,1,4,4,3,NA,NA,3
176478,1,3,4,3,NA,NA,4
176478,0,3,4,3,NA,NA,3
176478,0,3,3,3,NA,NA,3
176478,1,4,4,3,NA,NA,3
176478,1,4,3,4,3,NA,3
176478,1,4,4,4,4,NA,4
176478,0,3,3,3,NA,NA,3
176478,1,4,4,NA,NA,NA,4
176479,0,2,4,3,3,4,3
176479,0,3,3,3,3,3,3
176479,0,3,4,3,3,4,3
176479,0,3,4,3,3,4,3
176479,0,3,4,3,4,3,3
176479,0,3,4,3,4,4,3
176479,1,4,3,4,4,4,4
176479,0,3,4,3,3,3,3
176479,0,3,3,3,3,3,3
176479,0,3,4,4,4,4,3
176481,1,4,5,5,5,4,4
176481,1,3,4,3,5,3,3
176481,1,4,4,4,5,4,4
176481,0,3,3,3,3,3,2
176481,0,3,3,3,3,3,3
176481,1,3,5,4,5,3,3
176481,1,3,3,5,3,3,3
176481,1,4,5,4,4,3,3
176481,0,3,3,5,3,5,3
176481,1,4,4,4,5,5,4
176485,0,3,3,3,3,4,5
176485,0,2,4,3,4,3,3
176485,0,2,4,3,4,3,4
176485,0,2,5,4,5,3,5
176485,0,2,4,3,4,5,5
176485,1,4,4,5,5,5,5
176485,1,5,5,4,4,3,5
176485,1,5,5,4,4,3,5
176485,1,3,4,5,5,3,5
176485,0,3,3,4,3,5,5
176486,0,3,3,NA,3,NA,2
176486,1,4,3,3,3,4,3
176486,1,4,4,3,4,4,3
176486,0,3,3,4,3,2,2
176486,1,3,3,2,NA,3,2
176486,1,4,4,4,4,3,3
176486,1,4,4,NA,NA,NA,3
176486,1,3,4,NA,4,NA,3
176486,0,3,4,3,3,NA,2
176486,0,4,4,3,3,2,2
176487,1,3,4,NA,NA,5,5
176487,0,3,NA,3,NA,NA,2
176487,0,NA,NA,NA,NA,NA,NA
176487,0,3,NA,NA,NA,NA,5
176487,0,NA,NA,NA,NA,NA,NA
176487,1,4,4,4,NA,NA,5
176487,1,NA,NA,4,NA,NA,5
176487,0,NA,NA,NA,NA,NA,NA
176487,0,NA,NA,NA,NA,NA,3
176487,0,3,NA,1,NA,1,2
176489,0,3,4,3,3,3,4
176489,0,3,3,3,3,3,2
176489,0,4,4,3,3,3,2
176489,0,3,3,3,5,3,4
176489,0,3,4,3,3,3,3
176489,0,4,4,4,4,4,4
176489,0,3,4,3,3,3,4
176489,0,3,4,3,4,3,4
176489,0,3,4,3,4,3,4
176489,0,3,4,4,4,3,4
176490,0,3,4,4,3,NA,3
176490,1,5,4,5,4,5,3
176490,1,5,NA,4,5,2,3
176490,0,3,NA,4,3,NA,3
176490,0,2,5,5,NA,5,3
176490,1,5,4,5,5,3,3
176490,1,4,3,4,NA,NA,3
176490,1,3,5,5,NA,NA,3
176490,1,4,3,4,NA,NA,3
176490,1,4,2,4,3,1,3
176492,0,2,4,3,3,2,3
176492,0,3,4,3,3,3,5
176492,0,4,4,2,5,2,2
176492,0,3,4,4,5,3,4
176492,0,3,4,3,3,3,3
176492,1,4,4,4,3,3,5
176492,1,4,4,4,3,3,4
176492,0,4,4,3,3,2,2
176492,0,2,4,3,4,2,3
176492,0,3,4,3,3,3,3
176496,1,3,4,5,4,3,3
176496,1,3,3,3,4,3,3
176496,0,2,2,3,NA,NA,4
176496,1,3,4,3,4,5,4
176496,0,2,2,2,NA,NA,1
176496,1,3,4,4,4,4,4
176496,0,3,3,2,2,NA,3
176496,0,2,3,2,2,NA,2
176496,0,2,3,2,1,2,2
176496,0,2,4,3,NA,NA,1
176496,0,2,3,2,NA,NA,2
176496,0,2,3,3,3,2,2
176496,0,3,3,3,3,2,3
176496,0,3,3,2,2,2,3
176496,0,2,3,2,NA,NA,2
176496,0,2,2,2,3,NA,3
176496,0,2,2,2,2,NA,3
176496,0,2,3,4,NA,2,2
176496,0,2,3,2,2,NA,2
176496,0,2,4,2,NA,5,3
176497,0,4,4,4,4,3,3
176497,0,4,4,4,4,1,3
176497,0,4,3,4,4,3,3
176497,1,4,5,4,5,3,3
176497,0,4,4,3,4,2,3
176497,0,4,4,3,4,3,5
176497,0,4,4,4,4,3,3
176497,0,4,4,4,4,3,3
176497,0,4,4,4,4,3,3
176497,0,4,4,4,4,3,3
176497,0,4,4,4,4,3,3
176497,0,4,4,4,4,3,3
176497,0,4,4,4,4,2,3
176497,0,4,4,4,4,2,3
176497,0,4,4,4,4,3,3
176497,0,4,4,4,4,3,3
176497,0,4,4,3,4,2,3
176497,1,5,5,5,5,5,1
176497,1,5,5,5,5,5,1
176497,0,4,4,4,4,4,3
176498,0,3,3,3,3,3,3
176498,0,3,3,3,3,3,3
