"annual_income_ppp","average_wk_hrs","education_months","region","job_type","gender","family_size","work_distance","languages"
43830,48,147,"Sub-Saharan Africa","Unskilled","F",3,2,1
42502,48,142,"Sub-Saharan Africa","Unskilled","F",3,0,1
41173,48,133,"Sub-Saharan Africa","Unskilled","F",3,1,1
40508,48,135,"Sub-Saharan Africa","Unskilled","F",3,1,1
39402,49,136,"Sub-Saharan Africa","Unskilled","F",3,0,1
37851,49,135,"Sub-Saharan Africa","Unskilled","F",3,0,1
37186,49,134,"Sub-Saharan Africa","Unskilled","F",3,1,1
36744,49,137,"Sub-Saharan Africa","Unskilled","F",3,0,1
36523,49,122,"Sub-Saharan Africa","Unskilled","F",3,1,1
36301,55,120,"Sub-Saharan Africa","Unskilled","F",2,1,1
104506,36,229,"Northern America","Unskilled","M",NA,0,1
104063,36,224,"Northern America","Unskilled","M",1,3,1
103620,36,224,"Northern America","Unskilled","M",1,3,1
103177,36,224,"Northern America","Unskilled","M",1,0,1
102956,37,224,"Northern America","Unskilled","M",1,0,1
102291,37,224,"Northern America","Unskilled","M",6,0,1
101848,37,224,"Northern America","Unskilled","M",6,3,1
115135,37,223,"Northern America","Unskilled","M",1,3,1
110707,37,223,"Northern America","Unskilled","M",6,3,1
110707,37,223,"Northern America","Unskilled","M",6,0,1
101848,38,223,"Northern America","Unskilled","M",5,0,1
99634,53,223,"Northern America","Unskilled","M",5,0,1
98969,54,223,"Northern America","Unskilled","M",5,0,1
98526,38,223,"Northern America","Unskilled","M",5,0,1
98306,38,223,"Northern America","Unskilled","M",5,0,1
97641,39,224,"Northern America","Unskilled","M",5,0,1
38737,49,122,"Sub-Saharan Africa","Unskilled","F",NA,0,1
50916,49,122,"Sub-Saharan Africa","Unskilled","F",2,0,1
32980,49,122,"Sub-Saharan Africa","Unskilled","F",2,0,1
39845,49,122,"Sub-Saharan Africa","Unskilled","F",2,0,1
32758,55,119,"Sub-Saharan Africa","Unskilled","F",2,0,1
31429,55,117,"Sub-Saharan Africa","Unskilled","F",2,0,1
30101,50,114,"Sub-Saharan Africa","Unskilled","F",2,0,1
27886,50,113,"Sub-Saharan Africa","Unskilled","F",2,0,1
26115,50,112,"Sub-Saharan Africa","Unskilled","F",2,0,1
25007,50,110,"Sub-Saharan Africa","Unskilled","F",2,0,1
24121,50,108,"Sub-Saharan Africa","Unskilled","F",2,0,1
23679,50,106,"Sub-Saharan Africa","Unskilled","F",2,0,1
23679,50,105,"Sub-Saharan Africa","Unskilled","F",2,0,1
23458,50,103,"Sub-Saharan Africa","Unskilled","F",2,0,1
23458,51,101,"Sub-Saharan Africa","Unskilled","F",2,0,1
24343,51,100,"Sub-Saharan Africa","Unskilled","F",2,0,1
40066,50,125,"Sub-Saharan Africa","Unskilled","F",NA,0,1
38959,50,125,"Sub-Saharan Africa","Unskilled","F",2,1,1
38072,50,125,"Sub-Saharan Africa","Unskilled","F",2,1,1
37186,50,125,"Sub-Saharan Africa","Unskilled","F",2,0,1
36744,50,118,"Sub-Saharan Africa","Unskilled","F",2,1,1
35858,50,118,"Sub-Saharan Africa","Unskilled","F",2,0,1
48702,51,113,"Sub-Saharan Africa","Unskilled","F",2,0,1
32315,51,110,"Sub-Saharan Africa","Unskilled","F",2,1,1
31872,51,106,"Sub-Saharan Africa","Unskilled","F",2,0,1
29880,51,104,"Sub-Saharan Africa","Unskilled","F",2,0,1
30101,51,105,"Sub-Saharan Africa","Unskilled","F",2,0,1
29880,51,105,"Sub-Saharan Africa","Unskilled","F",3,0,1
29658,51,103,"Sub-Saharan Africa","Unskilled","F",3,0,1
28993,51,99,"Sub-Saharan Africa","Unskilled","F",5,0,1
28772,51,97,"Sub-Saharan Africa","Unskilled","F",4,0,1
27886,51,94,"Sub-Saharan Africa","Unskilled","F",4,1,1
110707,37,229,"Latin America and the Caribbean","Unskilled","M",NA,1,1
106277,37,228,"Latin America and the Caribbean","Unskilled","M",4,1,1
101848,37,221,"Latin America and the Caribbean","Unskilled","M",4,1,1
99412,37,220,"Latin America and the Caribbean","Unskilled","M",4,0,1
99191,38,219,"Latin America and the Caribbean","Unskilled","M",4,1,1
97641,53,216,"Latin America and the Caribbean","Unskilled","M",4,1,1
98084,38,217,"Latin America and the Caribbean","Unskilled","M",4,1,1
98748,38,216,"Latin America and the Caribbean","Unskilled","M",4,1,1
97198,38,212,"Latin America and the Caribbean","Unskilled","M",4,1,1
97198,38,213,"Latin America and the Caribbean","Unskilled","M",3,1,1
96091,39,209,"Latin America and the Caribbean","Unskilled","M",4,0,1
95206,39,206,"Latin America and the Caribbean","Unskilled","M",4,1,1
94984,39,202,"Latin America and the Caribbean","Unskilled","M",4,1,1
94763,39,201,"Latin America and the Caribbean","Unskilled","M",4,1,1
93655,39,199,"Latin America and the Caribbean","Unskilled","M",4,1,1
93655,40,197,"Latin America and the Caribbean","Unskilled","M",4,1,1
90998,46,197,"Eastern Asia","Unskilled","M",NA,0,1
90333,46,192,"Eastern Asia","Unskilled","M",3,0,1
89890,54,187,"Eastern Asia","Unskilled","M",3,0,1
89447,55,184,"Eastern Asia","Unskilled","M",3,0,1
89004,47,188,"Eastern Asia","Unskilled","M",3,0,1
88562,47,185,"Eastern Asia","Unskilled","M",3,0,1
88341,47,181,"Eastern Asia","Unskilled","M",3,0,1
87455,48,178,"Eastern Asia","Unskilled","M",3,0,1
87233,48,172,"Eastern Asia","Unskilled","M",2,0,1
86790,48,168,"Eastern Asia","Unskilled","M",2,0,1
86126,48,163,"Eastern Asia","Unskilled","M",3,0,1
85241,49,158,"Eastern Asia","Unskilled","M",3,0,1
84355,49,155,"Eastern Asia","Unskilled","M",3,0,1
83468,49,152,"Eastern Asia","Unskilled","M",3,0,1
82361,49,151,"Eastern Asia","Unskilled","M",2,0,1
81254,55,150,"Eastern Asia","Unskilled","M",3,0,1
88119,39,198,"Latin America and the Caribbean","Unskilled","M",NA,4,1
87676,39,198,"Latin America and the Caribbean","Unskilled","M",4,4,1
87233,39,194,"Latin America and the Caribbean","Unskilled","M",4,4,1
87012,39,193,"Latin America and the Caribbean","Unskilled","M",4,4,1
86790,39,191,"Latin America and the Caribbean","Unskilled","M",4,0,1
85462,40,188,"Latin America and the Caribbean","Unskilled","M",4,0,1
85462,40,184,"Latin America and the Caribbean","Unskilled","M",4,4,1
85241,40,181,"Latin America and the Caribbean","Unskilled","M",4,0,1
85241,40,178,"Latin America and the Caribbean","Unskilled","M",3,4,1
84355,40,173,"Latin America and the Caribbean","Unskilled","M",3,4,1
84355,54,169,"Latin America and the Caribbean","Unskilled","M",3,4,1
83690,41,171,"Latin America and the Caribbean","Unskilled","M",3,3,1
82804,41,174,"Latin America and the Caribbean","Unskilled","M",3,3,1
81476,41,173,"Latin America and the Caribbean","Unskilled","M",3,3,1
80811,42,172,"Latin America and the Caribbean","Unskilled","M",3,0,1
80590,42,171,"Latin America and the Caribbean","Unskilled","M",3,0,1
63095,48,169,"Sub-Saharan Africa","Unskilled","F",NA,0,1
62432,49,169,"Sub-Saharan Africa","Unskilled","F",4,0,1
61767,49,166,"Sub-Saharan Africa","Unskilled","F",4,0,1
60881,49,165,"Sub-Saharan Africa","Unskilled","F",4,0,1
60217,49,163,"Sub-Saharan Africa","Unskilled","F",3,0,1
59332,49,162,"Sub-Saharan Africa","Unskilled","F",3,0,1
58224,49,159,"Sub-Saharan Africa","Unskilled","F",2,0,1
57560,55,158,"Sub-Saharan Africa","Unskilled","F",3,0,1
68632,55,156,"Sub-Saharan Africa","Unskilled","F",3,0,1
61989,50,155,"Sub-Saharan Africa","Unskilled","F",2,0,1
55345,50,152,"Sub-Saharan Africa","Unskilled","F",2,0,1
54902,50,150,"Sub-Saharan Africa","Unskilled","F",2,0,1
54459,50,147,"Sub-Saharan Africa","Unskilled","F",2,0,1
54238,50,142,"Sub-Saharan Africa","Unskilled","F",2,0,1
54238,50,139,"Sub-Saharan Africa","Unskilled","F",1,0,1
54238,50,135,"Sub-Saharan Africa","Unskilled","F",2,0,1
65754,47,169,"Sub-Saharan Africa","Unskilled","M",NA,NA,NA
64646,48,169,"Sub-Saharan Africa","Unskilled","M",3,NA,NA
63981,48,169,"Sub-Saharan Africa","Unskilled","M",3,NA,NA
63538,48,158,"Sub-Saharan Africa","Unskilled","M",2,NA,NA
61767,48,164,"Sub-Saharan Africa","Unskilled","M",1,NA,NA
59774,48,162,"Sub-Saharan Africa","Unskilled","M",1,NA,NA
73060,48,159,"Sub-Saharan Africa","Unskilled","M",1,NA,NA
54016,49,156,"Sub-Saharan Africa","Unskilled","M",1,NA,NA
51359,49,154,"Sub-Saharan Africa","Unskilled","M",1,NA,NA
48481,49,151,"Sub-Saharan Africa","Unskilled","M",1,NA,NA
44937,49,149,"Sub-Saharan Africa","Unskilled","F",1,NA,NA
42280,49,147,"Sub-Saharan Africa","Unskilled","F",1,NA,NA
40287,55,149,"Sub-Saharan Africa","Unskilled","F",1,NA,NA
38959,55,150,"Sub-Saharan Africa","Unskilled","F",1,NA,NA
39180,50,152,"Sub-Saharan Africa","Unskilled","F",1,NA,NA
39623,50,154,"Sub-Saharan Africa","Unskilled","F",1,NA,NA
NA,31,NA,"Polynesia","Unskilled",NA,2,NA,NA
98748,54,205,"Latin America and the Caribbean","Unskilled","M",NA,0,1
98526,38,201,"Latin America and the Caribbean","Unskilled","M",5,0,1
98306,38,199,"Latin America and the Caribbean","Unskilled","M",5,0,1
97863,39,198,"Latin America and the Caribbean","Unskilled","M",5,0,1
97420,39,195,"Latin America and the Caribbean","Unskilled","M",6,0,1
95426,39,194,"Latin America and the Caribbean","Unskilled","M",6,0,1
97863,40,192,"Latin America and the Caribbean","Unskilled","M",6,0,1
97198,40,190,"Latin America and the Caribbean","Unskilled","M",5,0,1
97198,40,188,"Latin America and the Caribbean","Unskilled","M",5,0,1
95206,40,186,"Latin America and the Caribbean","Unskilled","M",4,0,1
96534,54,184,"Latin America and the Caribbean","Unskilled","M",4,0,1
94541,41,181,"Latin America and the Caribbean","Unskilled","M",4,0,1
95206,41,180,"Latin America and the Caribbean","Unskilled","M",5,0,1
95869,42,178,"Latin America and the Caribbean","Unskilled","M",5,0,1
94098,42,176,"Latin America and the Caribbean","Unskilled","M",4,0,1
94320,42,174,"Latin America and the Caribbean","Unskilled","M",4,0,1
95206,37,217,"Southern Europe","Skilled","M",NA,0,1
94763,37,215,"Southern Europe","Skilled","M",4,0,1
94541,37,213,"Southern Europe","Skilled","M",4,0,1
93212,37,209,"Southern Europe","Skilled","M",4,0,1
92990,38,208,"Southern Europe","Skilled","M",4,0,1
92104,53,205,"Southern Europe","Skilled","M",5,0,1
91441,54,205,"Southern Europe","Skilled","M",5,0,1
90776,38,206,"Southern Europe","Skilled","M",4,0,1
90333,38,206,"Southern Europe","Skilled","M",4,0,1
90555,38,201,"Southern Europe","Skilled","M",4,0,1
89004,39,198,"Southern Europe","Skilled","M",4,0,1
89447,39,194,"Southern Europe","Skilled","M",4,0,1
87898,39,190,"Southern Europe","Skilled","M",4,0,1
88119,39,186,"Southern Europe","Skilled","M",3,0,1
88341,39,183,"Southern Europe","Skilled","M",4,0,1
87898,39,181,"Southern Europe","Skilled","M",4,0,1
97641,38,201,"Latin America and the Caribbean","Unskilled","M",NA,NA,NA
97420,53,202,"Latin America and the Caribbean","Unskilled","M",7,NA,NA
96755,38,210,"Latin America and the Caribbean","Unskilled","M",5,NA,NA
96755,38,222,"Latin America and the Caribbean","Unskilled","M",5,NA,NA
96977,38,231,"Latin America and the Caribbean","Unskilled","M",1,NA,NA
95206,39,244,"Latin America and the Caribbean","Unskilled","M",0,NA,NA
95426,39,245,"Latin America and the Caribbean","Unskilled","M",7,NA,NA
94984,39,238,"Latin America and the Caribbean","Unskilled","M",1,NA,NA
95426,39,226,"Latin America and the Caribbean","Unskilled","M",1,NA,NA
95206,40,210,"Latin America and the Caribbean","Unskilled","M",4,NA,NA
93434,40,205,"Latin America and the Caribbean","Unskilled","M",5,NA,NA
93655,40,193,"Latin America and the Caribbean","Unskilled","M",3,NA,NA
93877,40,190,"Latin America and the Caribbean","Unskilled","M",4,NA,NA
94541,40,185,"Latin America and the Caribbean","Unskilled","M",4,NA,NA
92326,54,183,"Latin America and the Caribbean","Unskilled","M",3,NA,NA
92769,41,180,"Latin America and the Caribbean","Unskilled","M",4,NA,NA
110707,54,206,"Western Asia","Skilled","M",NA,0,1
106277,38,202,"Western Asia","Skilled","M",4,0,1
101848,38,200,"Western Asia","Skilled","M",4,0,1
99634,38,200,"Western Asia","Skilled","M",4,0,1
98969,38,200,"Western Asia","Skilled","M",4,0,1
98526,39,209,"Western Asia","Skilled","M",4,0,1
98084,39,203,"Western Asia","Skilled","M",4,0,1
97641,39,199,"Western Asia","Skilled","M",4,0,1
97198,39,197,"Western Asia","Skilled","M",4,0,1
96977,39,195,"Western Asia","Skilled","M",4,0,1
96755,39,197,"Western Asia","Skilled","M",4,0,1
96534,39,195,"Western Asia","Skilled","M",4,0,1
96312,40,191,"Western Asia","Skilled","M",4,0,1
96091,40,185,"Western Asia","Skilled","M",3,0,1
95648,40,184,"Western Asia","Skilled","M",3,0,1
95426,40,185,"Western Asia","Skilled","M",3,0,1
112921,38,263,"Northern Europe","Skilled","M",NA,0,1
108491,38,263,"Northern Europe","Skilled","M",1,0,1
101848,38,257,"Northern Europe","Skilled","M",6,0,1
99634,39,253,"Northern Europe","Skilled","M",1,0,1
98969,39,236,"Northern Europe","Skilled","M",1,0,1
97863,39,235,"Northern Europe","Skilled","M",7,0,1
97198,39,235,"Northern Europe","Skilled","M",7,0,1
96977,39,235,"Northern Europe","Skilled","M",0,0,1
96091,39,234,"Northern Europe","Skilled","M",6,0,1
95426,39,236,"Northern Europe","Skilled","M",6,0,1
95426,39,232,"Northern Europe","Skilled","M",6,0,1
94541,40,231,"Northern Europe","Skilled","M",6,0,1
93655,40,229,"Northern Europe","Skilled","M",5,0,1
92990,40,232,"Northern Europe","Skilled","M",5,0,1
92990,40,228,"Northern Europe","Skilled","M",5,0,1
92769,40,231,"Northern Europe","Skilled","M",5,0,1
63095,45,113,"Sub-Saharan Africa","Unskilled","F",NA,0,1
61989,45,113,"Sub-Saharan Africa","Unskilled","F",1,0,1
61324,46,113,"Sub-Saharan Africa","Unskilled","F",5,0,1
60217,46,113,"Sub-Saharan Africa","Unskilled","F",5,0,1
59332,46,108,"Sub-Saharan Africa","Unskilled","F",5,0,1
58224,46,104,"Sub-Saharan Africa","Unskilled","F",5,0,1
75276,46,101,"Sub-Saharan Africa","Unskilled","F",5,0,1
59774,46,98,"Sub-Saharan Africa","Unskilled","F",5,0,1
54902,54,92,"Sub-Saharan Africa","Unskilled","F",4,0,1
53352,54,90,"Sub-Saharan Africa","Unskilled","F",4,0,1
52245,54,86,"Sub-Saharan Africa","Unskilled","F",4,0,1
51138,47,83,"Sub-Saharan Africa","Unskilled","F",4,0,1
50916,47,81,"Sub-Saharan Africa","Unskilled","F",3,0,1
50695,47,78,"Sub-Saharan Africa","Unskilled","F",3,0,1
50252,47,74,"Sub-Saharan Africa","Unskilled","F",3,0,1
49588,47,74,"Sub-Saharan Africa","Unskilled","F",3,0,1
NA,38,187,"Latin America and the Caribbean","Unskilled","M",3,NA,NA
86126,38,193,"Latin America and the Caribbean","Unskilled","M",NA,0,1
85462,39,193,"Latin America and the Caribbean","Unskilled","M",2,0,1
85019,39,193,"Latin America and the Caribbean","Unskilled","M",2,0,1
82140,39,192,"Latin America and the Caribbean","Unskilled","M",2,0,1
84355,39,191,"Latin America and the Caribbean","Unskilled","M",2,0,1
83468,40,190,"Latin America and the Caribbean","Unskilled","M",3,1,1
85462,40,190,"Latin America and the Caribbean","Unskilled","M",2,1,1
84798,40,188,"Latin America and the Caribbean","Unskilled","M",2,0,1
83912,54,187,"Latin America and the Caribbean","Unskilled","M",2,0,1
82582,41,186,"Latin America and the Caribbean","Unskilled","M",2,1,1
76825,41,186,"Latin America and the Caribbean","Unskilled","M",2,1,1
75939,42,185,"Latin America and the Caribbean","Unskilled","M",2,0,1
84133,42,184,"Latin America and the Caribbean","Unskilled","M",3,0,1
80590,42,183,"Latin America and the Caribbean","Unskilled","M",3,1,1
80147,43,183,"Latin America and the Caribbean","Unskilled","M",3,1,1
81919,43,181,"Latin America and the Caribbean","Unskilled","M",3,1,1
91219,40,202,"Latin America and the Caribbean","Unskilled","M",NA,1,1
90776,40,202,"Latin America and the Caribbean","Unskilled","M",5,0,1
90776,40,195,"Latin America and the Caribbean","Unskilled","M",4,1,1
89669,40,194,"Latin America and the Caribbean","Unskilled","M",4,1,1
89226,40,193,"Latin America and the Caribbean","Unskilled","M",3,1,1
88562,54,192,"Latin America and the Caribbean","Unskilled","M",3,0,1
88783,54,192,"Latin America and the Caribbean","Unskilled","M",3,1,1
87676,41,191,"Latin America and the Caribbean","Unskilled","M",3,1,1
87898,41,190,"Latin America and the Caribbean","Unskilled","M",3,0,1
87233,41,188,"Latin America and the Caribbean","Unskilled","M",3,0,1
86790,42,188,"Latin America and the Caribbean","Unskilled","M",3,1,1
87233,42,187,"Latin America and the Caribbean","Unskilled","M",3,0,1
87233,42,186,"Latin America and the Caribbean","Unskilled","M",4,0,1
85462,42,185,"Latin America and the Caribbean","Unskilled","M",3,0,1
85019,43,184,"Latin America and the Caribbean","Unskilled","M",2,1,1
83690,43,184,"Latin America and the Caribbean","Unskilled","M",2,1,1
97420,38,192,"Northern Africa","Unskilled","M",NA,NA,NA
95206,54,192,"Northern Africa","Unskilled","M",3,NA,NA
97420,38,188,"Northern Africa","Unskilled","M",3,NA,NA
81919,38,184,"Northern Africa","Unskilled","M",3,NA,NA
86347,39,184,"Northern Africa","Unskilled","M",3,NA,NA
77490,39,181,"Northern Africa","Unskilled","M",3,NA,NA
77268,39,179,"Northern Africa","Unskilled","M",3,NA,NA
77047,39,178,"Northern Africa","Unskilled","M",3,NA,NA
76825,39,176,"Northern Africa","Unskilled","M",3,NA,NA
76382,40,173,"Northern Africa","Unskilled","M",3,NA,NA
76161,40,172,"Northern Africa","Unskilled","M",3,NA,NA
75276,40,170,"Northern Africa","Unskilled","M",3,NA,NA
74389,40,171,"Northern Africa","Unskilled","M",3,NA,NA
74611,40,170,"Northern Africa","Unskilled","M",3,NA,NA
74389,41,169,"Northern Africa","Unskilled","M",3,NA,NA
74833,54,168,"Northern Africa","Unskilled","M",3,NA,NA
85241,39,193,"Latin America and the Caribbean","Unskilled","M",NA,1,1
84798,39,193,"Latin America and the Caribbean","Unskilled","M",4,1,1
84133,39,193,"Latin America and the Caribbean","Unskilled","M",4,0,1
84133,40,193,"Latin America and the Caribbean","Unskilled","M",4,1,1
81919,40,191,"Latin America and the Caribbean","Unskilled","M",4,0,1
81919,40,190,"Latin America and the Caribbean","Unskilled","M",4,1,1
80590,40,188,"Latin America and the Caribbean","Unskilled","M",4,0,1
81254,40,195,"Latin America and the Caribbean","Unskilled","M",3,0,1
80147,54,190,"Latin America and the Caribbean","Unskilled","M",4,0,1
88562,54,190,"Latin America and the Caribbean","Unskilled","M",4,0,1
79704,41,187,"Latin America and the Caribbean","Unskilled","M",4,0,1
77490,41,184,"Latin America and the Caribbean","Unskilled","M",4,0,1
77268,41,179,"Latin America and the Caribbean","Unskilled","M",4,0,1
84133,42,177,"Latin America and the Caribbean","Unskilled","M",4,0,1
75054,42,174,"Latin America and the Caribbean","Unskilled","M",5,0,1
75276,42,171,"Latin America and the Caribbean","Unskilled","M",5,0,1
51359,48,147,"Sub-Saharan Africa","Unskilled","M",NA,0,1
50695,48,147,"Sub-Saharan Africa","Unskilled","M",2,0,1
49588,49,147,"Sub-Saharan Africa","Unskilled","M",2,0,1
48038,49,147,"Sub-Saharan Africa","Unskilled","M",2,0,1
46930,49,147,"Sub-Saharan Africa","Unskilled","M",2,0,1
46708,49,147,"Sub-Saharan Africa","Unskilled","M",2,0,1
45823,49,146,"Sub-Saharan Africa","Unskilled","M",3,0,1
45159,49,146,"Sub-Saharan Africa","Unskilled","M",1,0,1
44273,55,144,"Sub-Saharan Africa","Unskilled","M",1,0,1
43830,55,144,"Sub-Saharan Africa","Unskilled","M",1,0,1
42945,55,141,"Sub-Saharan Africa","Unskilled","M",1,0,1
42280,50,139,"Sub-Saharan Africa","Unskilled","M",1,0,1
41616,50,137,"Sub-Saharan Africa","Unskilled","M",1,0,1
40951,50,135,"Sub-Saharan Africa","Unskilled","M",1,0,1
40066,50,133,"Sub-Saharan Africa","Unskilled","M",1,0,1
39180,50,40,"Sub-Saharan Africa","Unskilled","F",1,0,1
65754,50,98,"Sub-Saharan Africa","Unskilled","F",NA,NA,NA
65089,50,98,"Sub-Saharan Africa","Unskilled","F",2,NA,NA
64203,50,98,"Sub-Saharan Africa","Unskilled","F",2,NA,NA
63317,50,98,"Sub-Saharan Africa","Unskilled","F",2,NA,NA
61767,51,98,"Sub-Saharan Africa","Unskilled","F",2,0,1
59995,51,99,"Sub-Saharan Africa","Unskilled","F",2,0,1
58446,51,100,"Sub-Saharan Africa","Unskilled","F",2,0,1
70846,51,100,"Sub-Saharan Africa","Unskilled","F",2,0,1
59774,51,101,"Sub-Saharan Africa","Unskilled","F",2,0,1
54681,51,101,"Sub-Saharan Africa","Unskilled","F",2,0,1
54016,51,103,"Sub-Saharan Africa","Unskilled","F",2,0,1
53352,51,98,"Sub-Saharan Africa","Unskilled","F",2,0,1
52688,52,94,"Sub-Saharan Africa","Unskilled","F",2,0,1
52024,52,91,"Sub-Saharan Africa","Unskilled","F",2,0,1
51138,52,90,"Sub-Saharan Africa","Unskilled","F",2,0,1
22793,52,85,"Sub-Saharan Africa","Unskilled","F",2,0,1
94320,38,231,"Northern Europe","Unskilled","M",NA,0,1
93655,38,231,"Northern Europe","Unskilled","M",4,0,1
92769,38,231,"Northern Europe","Unskilled","M",4,0,1
91441,38,231,"Northern Europe","Unskilled","M",4,0,1
90998,39,230,"Northern Europe","Unskilled","M",3,0,1
89890,39,228,"Northern Europe","Unskilled","M",3,0,1
88341,39,227,"Northern Europe","Unskilled","M",4,0,1
86790,39,227,"Northern Europe","Unskilled","M",4,0,1
84133,39,227,"Northern Europe","Unskilled","M",3,0,1
84133,39,227,"Northern Europe","Unskilled","M",3,0,1
83690,39,224,"Northern Europe","Unskilled","M",3,0,1
82582,39,222,"Northern Europe","Unskilled","M",3,0,1
81697,39,221,"Northern Europe","Unskilled","M",3,0,1
80147,40,219,"Northern Europe","Unskilled","M",3,0,1
95206,40,214,"Northern Europe","Unskilled","M",3,0,1
95206,40,207,"Northern Europe","Unskilled","M",3,0,1
65975,50,137,"Sub-Saharan Africa","Unskilled","F",NA,1,1
64646,50,137,"Sub-Saharan Africa","Unskilled","F",3,8,1
63538,51,137,"Sub-Saharan Africa","Unskilled","F",3,8,1
62653,51,137,"Sub-Saharan Africa","Unskilled","F",3,8,1
61103,51,135,"Sub-Saharan Africa","Unskilled","F",4,0,1
59332,51,134,"Sub-Saharan Africa","Unskilled","F",4,0,1
73060,51,134,"Sub-Saharan Africa","Unskilled","F",2,7,1
54902,51,128,"Sub-Saharan Africa","Unskilled","F",2,7,1
52024,51,122,"Sub-Saharan Africa","Unskilled","F",3,0,1
49145,51,117,"Sub-Saharan Africa","Unskilled","F",2,1,1
46488,51,107,"Sub-Saharan Africa","Unskilled","F",2,1,1
44273,51,103,"Sub-Saharan Africa","Unskilled","F",2,1,1
42059,52,100,"Sub-Saharan Africa","Unskilled","F",3,6,1
40287,52,97,"Sub-Saharan Africa","Unskilled","F",3,1,1
38737,52,90,"Sub-Saharan Africa","Unskilled","F",2,6,1
35858,52,85,"Sub-Saharan Africa","Unskilled","F",2,5,1
77268,37,217,"Melanesia","Unskilled","M",NA,0,1
76825,37,216,"Melanesia","Unskilled","M",2,0,1
76604,38,214,"Melanesia","Unskilled","M",2,0,1
76161,54,213,"Melanesia","Unskilled","M",2,0,1
75719,38,210,"Melanesia","Unskilled","M",3,0,1
75497,38,209,"Melanesia","Unskilled","M",2,0,1
75054,39,208,"Melanesia","Unskilled","M",2,0,1
74611,39,206,"Melanesia","Unskilled","M",2,0,1
74389,39,205,"Melanesia","Unskilled","M",2,0,1
74168,39,202,"Melanesia","Unskilled","M",2,0,1
73725,39,201,"Melanesia","Unskilled","M",2,0,1
73282,40,195,"Melanesia","Unskilled","M",2,0,1
73060,40,194,"Melanesia","Unskilled","M",2,0,1
72839,40,194,"Melanesia","Unskilled","M",2,0,1
72617,41,193,"Melanesia","Unskilled","M",2,0,1
72397,54,192,"Melanesia","Unskilled","M",2,0,1
102069,37,237,"Northern Europe","Unskilled","M",NA,0,1
119564,37,237,"Northern Europe","Unskilled","M",6,0,1
115135,38,237,"Northern Europe","Unskilled","M",5,0,1
108491,38,237,"Northern Europe","Unskilled","M",5,0,1
106277,53,236,"Northern Europe","Unskilled","M",5,0,1
99412,54,235,"Northern Europe","Unskilled","M",5,0,1
98969,38,237,"Northern Europe","Unskilled","M",5,0,1
98748,38,238,"Northern Europe","Unskilled","M",5,0,1
98084,38,239,"Northern Europe","Unskilled","M",5,0,1
97863,38,239,"Northern Europe","Unskilled","M",5,0,1
97198,38,238,"Northern Europe","Unskilled","M",5,0,1
96755,39,252,"Northern Europe","Unskilled","M",5,0,1
96091,39,250,"Northern Europe","Unskilled","M",5,0,1
95426,39,249,"Northern Europe","Unskilled","M",4,0,1
95206,39,245,"Northern Europe","Unskilled","M",4,0,1
94098,39,241,"Northern Europe","Unskilled","M",4,0,1
104949,37,229,"Western Europe","Unskilled","M",NA,1,1
104506,37,228,"Western Europe","Unskilled","M",7,5,1
104063,37,228,"Western Europe","Unskilled","M",7,1,1
102956,38,227,"Western Europe","Unskilled","M",7,1,1
103399,53,227,"Western Europe","Unskilled","M",6,5,1
102513,54,226,"Western Europe","Unskilled","M",6,1,1
102069,38,226,"Western Europe","Unskilled","M",6,0,1
119564,38,227,"Western Europe","Unskilled","M",1,1,1
119564,38,227,"Western Europe","Unskilled","M",1,1,1
112921,39,227,"Western Europe","Unskilled","M",1,5,1
101848,39,220,"Western Europe","Unskilled","M",1,5,1
104063,39,220,"Western Europe","Unskilled","M",1,1,1
98084,39,219,"Western Europe","Unskilled","M",1,5,1
97863,39,220,"Western Europe","Unskilled","M",1,1,1
97420,39,221,"Western Europe","Unskilled","M",6,5,1
96977,40,222,"Western Europe","Unskilled","M",6,1,1
68632,45,186,"Sub-Saharan Africa","Unskilled","M",NA,0,1
67525,45,186,"Sub-Saharan Africa","Unskilled","M",2,0,1
65532,45,185,"Sub-Saharan Africa","Unskilled","M",2,0,1
63095,45,185,"Sub-Saharan Africa","Unskilled","M",2,0,1
61546,45,185,"Sub-Saharan Africa","Unskilled","M",2,0,1
60438,46,185,"Sub-Saharan Africa","Unskilled","M",2,0,1
59110,46,184,"Sub-Saharan Africa","Unskilled","M",2,0,1
58889,46,184,"Sub-Saharan Africa","Unskilled","M",1,0,1
58889,46,184,"Sub-Saharan Africa","Unskilled","M",1,0,1
58446,46,184,"Sub-Saharan Africa","Unskilled","M",1,0,1
66417,54,184,"Sub-Saharan Africa","Unskilled","M",1,0,1
54681,54,183,"Sub-Saharan Africa","Unskilled","M",2,0,1
54681,47,183,"Sub-Saharan Africa","Unskilled","M",2,0,1
54681,47,183,"Sub-Saharan Africa","Unskilled","M",2,0,1
54902,47,183,"Sub-Saharan Africa","Unskilled","M",2,0,1
57560,47,181,"Sub-Saharan Africa","Unskilled","M",1,0,1
57781,47,143,"Sub-Saharan Africa","Unskilled","F",NA,NA,NA
73060,48,143,"Sub-Saharan Africa","Unskilled","F",4,NA,NA
68632,48,143,"Sub-Saharan Africa","Unskilled","F",4,NA,NA
59774,48,142,"Sub-Saharan Africa","Unskilled","F",3,NA,NA
54902,48,141,"Sub-Saharan Africa","Unskilled","F",3,NA,NA
