"iid","gender","match","samerace","race","goal","dec","attr","intel","prob","agediff"
152,0,0,0,4,1,1,8,9,7,1
152,0,0,1,4,1,0,4,7,5,1
152,0,0,0,4,1,0,6,8,5,2
152,0,0,0,4,1,0,6,7,8,0
152,0,0,0,4,1,0,5,8,7,5
153,0,0,0,4,2,0,6,8,5,5
153,0,1,0,4,2,1,5,6,5,0
153,0,0,0,4,2,0,5,6,5,1
153,0,0,0,4,2,1,7,7,5,6
153,0,0,1,4,2,1,5,7,5,1
153,0,1,0,4,2,1,8,8,7,2
153,0,0,0,4,2,1,6,7,6,1
153,0,0,0,4,2,0,5,5,5,2
153,0,0,0,4,2,0,4,5,4,2
153,0,0,0,4,2,1,5,7,5,5
153,0,0,1,4,2,1,5,6,7,5
153,0,0,0,4,2,1,7,7,6,0
153,0,0,1,4,2,0,5,7,4,0
153,0,1,0,4,2,1,6,7,5,1
153,0,0,0,4,2,1,6,6,5,1
153,0,0,0,4,2,0,5,6,5,6
154,0,0,1,2,6,0,5,10,5,4
154,0,0,1,2,6,0,6,9,5,1
154,0,0,0,2,6,0,9,9,5,2
154,0,1,1,2,6,1,10,9,5,5
154,0,0,0,2,6,0,5,8,3,0
154,0,1,1,2,6,1,9,8,3,1
154,0,0,1,2,6,0,7,9,5,0
154,0,0,1,2,6,0,7,7,3,3
154,0,1,0,2,6,1,9,9,5,1
154,0,0,1,2,6,0,8,8,3,4
154,0,0,0,2,6,0,5,7,5,4
154,0,1,1,2,6,1,9,9,6,1
154,0,0,0,2,6,0,6,10,5,1
154,0,1,1,2,6,1,8,9,5,2
154,0,1,1,2,6,1,9,10,3,0
154,0,1,1,2,6,1,9,10,5,5
155,0,0,1,2,2,0,2,7,5,4
155,0,0,1,2,2,0,1,6,3,1
155,0,0,0,2,2,0,7,6,5,2
155,0,1,1,2,2,1,8,7,5,5
155,0,0,0,2,2,0,2,6,3,0
155,0,0,1,2,2,0,6,6,6,1
155,0,0,1,2,2,0,6,7,8,0
155,0,0,1,2,2,0,7,5,5,3
155,0,0,0,2,2,0,8,7,5,1
155,0,0,1,2,2,0,5,6,4,4
155,0,0,0,2,2,0,3,4,4,4
155,0,0,1,2,2,1,8,8,5,1
155,0,0,0,2,2,0,2,8,5,1
155,0,0,1,2,2,0,4,7,7,2
155,0,0,1,2,2,0,5,8,6,0
155,0,0,1,2,2,0,3,8,7,5
156,0,0,0,1,2,0,4,10,3,7
156,0,0,0,1,2,0,3,10,3,2
156,0,1,1,1,2,1,7,10,10,1
156,0,0,0,1,2,1,8,10,7,8
156,0,0,0,1,2,0,7,10,1,3
156,0,1,0,1,2,1,6,10,6,4
156,0,0,0,1,2,0,7,10,6,3
156,0,0,0,1,2,0,8,10,5,0
156,0,0,0,1,2,0,7,10,6,4
156,0,0,0,1,2,0,6,10,5,7
156,0,0,0,1,2,0,6,10,7,7
156,0,0,0,1,2,1,7,10,9,2
156,0,0,0,1,2,0,4,10,2,2
156,0,0,0,1,2,0,5,10,2,1
156,0,1,0,1,2,1,5,10,8,3
156,0,1,0,1,2,1,6,10,7,8
157,0,0,0,4,1,0,2,3,3,5
157,0,0,0,4,1,0,2,6,5,0
157,0,0,0,4,1,0,7,7,8,1
157,0,0,0,4,1,1,7,6,6,6
157,0,0,1,4,1,0,3,7,4,1
157,0,0,0,4,1,0,5,6,5,2
157,0,0,0,4,1,0,5,6,6,1
157,0,0,0,4,1,0,6,7,5,2
157,0,0,0,4,1,0,6,7,7,2
157,0,0,0,4,1,0,4,5,5,5
157,0,0,1,4,1,0,2,8,6,5
157,0,1,0,4,1,1,8,7,6,0
157,0,0,1,4,1,0,3,7,4,0
157,0,0,0,4,1,0,5,7,6,1
157,0,0,0,4,1,0,7,7,7,1
157,0,0,0,4,1,0,5,5,7,6
158,1,0,1,2,4,1,10,8,5,1
158,1,0,1,2,4,1,6,9,5,10
158,1,0,1,2,4,1,9,9,7,0
158,1,0,1,2,4,1,9,9,6,1
158,1,0,1,2,4,1,8,8,5,13
158,1,0,0,2,4,1,9,7,4,3
158,1,0,0,2,4,1,9,8,5,4
158,1,0,1,2,4,1,9,9,5,5
158,1,0,1,2,4,1,10,9,5,8
158,1,0,1,2,4,1,10,8,4,5
158,1,0,0,2,4,1,9,8,4,4
158,1,0,0,2,4,1,7,8,5,5
158,1,0,1,2,4,1,9,7,4,4
158,1,0,1,2,4,1,10,9,6,4
158,1,0,0,2,4,1,9,8,5,7
158,1,0,0,2,4,1,9,8,4,5
159,1,1,1,2,1,1,7,7,5,4
159,1,0,1,2,1,0,5,7,5,5
159,1,0,1,2,1,1,8,8,7,5
159,1,0,1,2,1,1,8,8,6,4
159,1,0,1,2,1,0,6,8,3,8
159,1,0,0,2,1,0,6,6,4,2
159,1,0,0,2,1,0,7,6,4,1
159,1,0,1,2,1,1,8,7,6,0
159,1,0,1,2,1,1,8,9,7,3
159,1,0,1,2,1,1,8,7,4,0
159,1,0,0,2,1,0,7,7,5,1
159,1,1,0,2,1,1,7,7,8,0
159,1,0,1,2,1,1,7,7,6,1
159,1,0,1,2,1,1,7,8,4,1
159,1,0,0,2,1,0,6,7,3,2
159,1,0,0,2,1,0,6,6,1,0
160,1,0,0,1,2,0,6,8,7,5
160,1,0,0,1,2,0,4,7,5,4
160,1,0,0,1,2,0,6,9,6,6
160,1,0,0,1,2,0,4,9,5,5
160,1,0,0,1,2,0,5,NA,4,7
160,1,1,0,1,2,1,8,9,8,3
160,1,0,0,1,2,1,7,8,7,2
160,1,1,0,1,2,1,6,9,5,1
160,1,0,0,1,2,1,7,9,7,2
160,1,0,0,1,2,1,8,NA,7,1
160,1,0,0,1,2,0,7,10,5,2
160,1,0,0,1,2,0,7,8,4,1
160,1,0,0,1,2,1,8,8,5,2
160,1,0,0,1,2,0,7,8,7,2
160,1,1,1,1,2,1,8,8,9,1
160,1,0,0,1,2,1,10,8,7,1
161,1,0,1,2,2,0,8,8,6,2
161,1,0,1,2,2,0,5,8,5,11
161,1,0,1,2,2,0,6,10,3,1
161,1,0,1,2,2,0,6,10,2,2
161,1,0,1,2,2,0,5,7,3,14
161,1,0,0,2,2,0,7,9,3,4
161,1,0,0,2,2,0,6,8,4,5
161,1,0,1,2,2,0,7,7,5,6
161,1,0,1,2,2,0,8,10,3,9
161,1,0,1,2,2,1,10,8,4,6
161,1,0,0,2,2,0,7,9,5,5
161,1,0,0,2,2,0,7,6,3,6
161,1,1,1,2,2,1,9,8,8,5
161,1,1,1,2,2,1,7,8,6,5
161,1,0,0,2,2,0,7,10,3,8
161,1,0,0,2,2,0,8,8,5,6
162,1,0,0,4,2,0,6,7,5,3
162,1,0,0,4,2,0,3,6,4,6
162,1,1,0,4,2,1,8,7,10,4
162,1,0,0,4,2,0,5,7,3,3
162,1,0,0,4,2,0,4,8,3,9
162,1,0,1,4,2,1,5,7,4,1
162,1,0,1,4,2,1,6,7,5,0
162,1,0,0,4,2,1,8,6,4,1
162,1,0,0,4,2,0,6,8,5,4
162,1,1,0,4,2,1,8,7,6,1
162,1,0,1,4,2,0,6,7,4,0
162,1,0,1,4,2,0,5,6,3,1
162,1,0,0,4,2,0,7,7,2,0
162,1,0,0,4,2,0,6,3,3,0
162,1,0,0,4,2,1,5,7,4,3
162,1,0,1,4,2,0,5,6,3,1
163,1,0,1,2,4,0,7,7,2,2
163,1,0,1,2,4,0,5,7,2,7
163,1,0,1,2,4,0,8,8,4,3
163,1,0,1,2,4,0,6,6,3,2
163,1,0,1,2,4,0,5,7,3,10
163,1,0,0,2,4,0,7,7,6,0
163,1,0,0,2,4,0,8,8,4,1
163,1,0,1,2,4,1,8,8,3,2
163,1,0,1,2,4,1,9,9,5,5
163,1,0,1,2,4,1,8,8,3,2
163,1,0,0,2,4,0,6,8,3,1
163,1,1,0,2,4,1,8,8,5,2
163,1,1,1,2,4,1,8,8,5,1
163,1,0,1,2,4,0,8,6,4,1
163,1,1,0,2,4,1,8,9,6,4
163,1,0,0,2,4,0,7,6,3,2
164,1,0,1,2,1,0,8,9,3,3
164,1,0,1,2,1,0,4,9,2,6
164,1,0,1,2,1,0,7,9,4,4
164,1,0,1,2,1,0,4,9,5,3
164,1,1,1,2,1,1,9,10,10,9
164,1,0,0,2,1,0,9,6,3,1
164,1,0,0,2,1,0,7,7,3,0
164,1,0,1,2,1,0,6,6,1,1
164,1,0,1,2,1,1,9,9,7,4
164,1,0,1,2,1,1,9,7,5,1
164,1,1,0,2,1,1,8,9,5,0
164,1,0,0,2,1,0,7,8,4,1
164,1,0,1,2,1,0,8,7,2,0
164,1,0,1,2,1,0,5,8,5,0
164,1,0,0,2,1,0,8,10,5,3
164,1,0,0,2,1,1,8,8,5,1
165,1,0,1,2,3,0,8,9,3,6
165,1,0,1,2,3,0,6,9,5,3
165,1,0,1,2,3,0,7,10,5,7
165,1,0,1,2,3,0,6,9,4,6
165,1,0,1,2,3,1,8,9,5,6
165,1,1,0,2,3,1,7,8,4,4
165,1,0,0,2,3,1,8,9,4,3
165,1,0,1,2,3,1,9,9,5,2
165,1,1,1,2,3,1,8,9,7,1
165,1,0,1,2,3,0,10,8,3,2
165,1,1,0,2,3,1,8,10,4,3
165,1,0,0,2,3,0,7,8,5,2
165,1,0,1,2,3,0,10,8,2,3
165,1,0,1,2,3,0,9,8,5,3
165,1,0,0,2,3,0,7,7,6,0
165,1,0,0,2,3,1,9,8,4,2
166,1,0,0,6,5,0,4,8,2,2
166,1,0,0,6,5,0,3,7,2,7
166,1,0,0,6,5,1,7,9,4,3
166,1,0,0,6,5,0,5,7,4,2
166,1,0,0,6,5,0,7,7,2,10
166,1,1,0,6,5,1,8,8,2,0
166,1,0,0,6,5,1,8,8,2,1
166,1,1,0,6,5,1,7,7,4,2
166,1,0,0,6,5,0,5,9,7,5
166,1,0,0,6,5,0,8,8,NA,2
166,1,0,0,6,5,0,8,NA,4,1
166,1,0,0,6,5,0,6,7,2,2
166,1,1,0,6,5,1,7,7,5,1
166,1,0,0,6,5,1,7,7,2,1
166,1,0,0,6,5,1,7,7,2,4
166,1,0,0,6,5,1,8,8,3,2
167,1,1,1,2,2,1,7,7,4,1
167,1,0,1,2,2,0,3,6,4,10
167,1,0,1,2,2,0,4,5,3,0
167,1,0,1,2,2,0,2,6,5,1
167,1,0,1,2,2,0,3,8,1,13
167,1,0,0,2,2,0,3,5,5,3
167,1,0,0,2,2,1,6,6,4,4
167,1,0,1,2,2,1,6,6,5,5
167,1,1,1,2,2,1,7,6,5,8
167,1,0,1,2,2,1,8,5,4,5
167,1,1,0,2,2,1,7,8,5,4
167,1,0,0,2,2,0,4,6,2,5
167,1,0,1,2,2,1,5,7,5,4
167,1,0,1,2,2,1,6,5,4,4
167,1,0,0,2,2,1,7,6,4,7
167,1,0,0,2,2,1,6,6,4,5
168,1,1,0,4,1,1,8,7,9,1
168,1,0,0,4,1,0,5,5,6,10
168,1,0,0,4,1,1,8,8,7,0
168,1,0,0,4,1,1,7,7,7,1
168,1,0,0,4,1,0,4,7,2,13
168,1,0,1,4,1,0,4,8,6,3
168,1,0,1,4,1,1,7,8,6,4
168,1,0,0,4,1,0,5,6,5,5
168,1,0,0,4,1,1,8,7,7,8
168,1,0,0,4,1,1,9,7,8,5
168,1,0,1,4,1,1,7,7,7,4
168,1,0,1,4,1,0,7,7,7,5
168,1,0,0,4,1,1,8,8,9,4
168,1,0,0,4,1,1,7,7,7,4
168,1,0,0,4,1,0,7,8,8,7
168,1,0,1,4,1,1,6,8,9,5
169,1,1,1,2,2,1,8,9,7,4
169,1,0,1,2,2,0,7,9,7,5
169,1,0,1,2,2,0,8,8,7,5
169,1,0,1,2,2,0,7,9,8,4
169,1,0,1,2,2,0,7,9,7,8
169,1,1,0,2,2,1,10,8,9,2
169,1,1,0,2,2,1,9,9,8,1
169,1,0,1,2,2,0,9,9,8,0
169,1,0,1,2,2,0,7,9,7,3
169,1,0,1,2,2,1,9,9,8,0
169,1,0,0,2,2,0,10,8,8,1
169,1,0,0,2,2,0,9,8,8,0
169,1,1,1,2,2,1,10,9,9,1
169,1,0,1,2,2,0,9,8,9,1
169,1,0,0,2,2,0,8,10,8,2
169,1,1,0,2,2,1,10,8,8,0
170,1,0,0,4,1,1,7,7,6,4
170,1,0,0,4,1,0,5,7,4,5
170,1,0,0,4,1,0,NA,NA,NA,5
170,1,0,0,4,1,1,6,6,5,4
170,1,0,0,4,1,1,5,7,5,8
170,1,0,1,4,1,1,7,7,6,2
170,1,0,1,4,1,1,6,7,5,1
170,1,0,0,4,1,1,7,7,5,0
170,1,0,0,4,1,1,6,7,5,3
170,1,0,0,4,1,1,8,7,6,0
170,1,0,1,4,1,0,5,6,3,1
170,1,0,1,4,1,1,5,7,5,0
170,1,0,0,4,1,1,6,7,5,1
170,1,0,0,4,1,1,6,7,6,1
170,1,0,0,4,1,1,6,8,5,2
170,1,0,1,4,1,1,6,6,6,0
171,1,1,1,2,1,1,7,9,7,5
171,1,0,1,2,1,0,5,9,7,4
171,1,0,1,2,1,1,8,9,9,6
171,1,0,1,2,1,1,6,9,6,5
171,1,0,1,2,1,1,6,9,7,7
171,1,0,0,2,1,0,5,7,8,3
171,1,0,0,2,1,1,7,7,6,2
171,1,1,1,2,1,1,8,8,8,1
171,1,0,1,2,1,1,7,9,5,2
171,1,0,1,2,1,1,9,8,7,1
171,1,0,0,2,1,1,7,8,6,2
171,1,1,0,2,1,1,6,8,7,1
171,1,1,1,2,1,1,9,8,9,2
171,1,0,1,2,1,1,10,8,4,2
171,1,0,0,2,1,1,6,9,5,1
171,1,0,0,2,1,1,9,9,6,1
172,1,1,1,2,1,1,8,6,6,3
172,1,0,1,2,1,0,NA,9,5,6
172,1,0,1,2,1,0,4,8,5,4
172,1,0,1,2,1,0,2,9,7,3
172,1,0,1,2,1,0,1,5,NA,9
172,1,1,0,2,1,1,8,NA,5,1
172,1,0,0,2,1,1,7,6,3,0
172,1,1,1,2,1,1,6,7,6,1
172,1,0,1,2,1,0,4,8,9,4
172,1,0,1,2,1,1,8,8,4,1
172,1,0,0,2,1,1,7,8,7,0
172,1,0,0,2,1,0,4,8,5,1
172,1,1,1,2,1,1,7,8,5,0
172,1,0,1,2,1,0,5,6,5,0
172,1,1,0,2,1,1,6,7,6,3
172,1,0,0,2,1,1,8,7,4,1
173,1,1,1,2,1,1,8,7,5,2
173,1,0,1,2,1,0,4,5,3,11
173,1,0,1,2,1,0,5,6,4,1
173,1,0,1,2,1,0,4,6,4,2
173,1,0,1,2,1,0,5,5,3,14
173,1,0,0,2,1,0,5,5,4,4
173,1,0,0,2,1,0,5,5,4,5
173,1,1,1,2,1,1,8,8,6,6
173,1,0,1,2,1,1,7,7,4,9
173,1,1,1,2,1,1,9,7,6,6
173,1,0,0,2,1,0,5,5,3,5
173,1,0,0,2,1,0,5,5,3,6
173,1,1,1,2,1,1,6,6,4,5
173,1,0,1,2,1,1,6,7,5,5
173,1,1,0,2,1,1,7,7,5,8
173,1,0,0,2,1,1,7,8,6,6
174,0,1,0,4,4,1,5,6,6,5
174,0,0,1,4,4,0,5,5,5,4
174,0,0,1,4,4,1,5,6,6,5
174,0,1,0,4,4,1,5,5,8,3
174,0,0,0,4,4,1,5,5,7,8
174,0,0,0,4,4,1,5,5,7,2
174,0,0,0,4,4,1,5,6,8,4
174,0,0,0,4,4,1,5,5,8,1
174,0,0,0,4,4,1,6,6,8,5
174,0,0,1,4,4,1,6,6,8,4
175,0,0,0,6,2,1,7,7,6,11
175,0,0,0,6,2,0,2,7,7,2
175,0,0,0,6,2,0,2,8,7,1
175,0,0,0,6,2,0,4,7,5,3
175,0,1,0,6,2,1,4,7,6,2
175,0,0,1,6,2,1,4,7,7,4
175,0,1,0,6,2,1,7,7,7,2
175,0,0,0,6,2,1,1,8,8,5
175,0,0,0,6,2,0,1,7,5,1
175,0,1,0,6,2,1,4,7,7,2
176,0,1,0,4,2,1,7,8,3,6
176,0,0,1,4,2,0,6,6,2,3
176,0,1,1,4,2,1,7,7,5,4
176,0,0,0,4,2,0,5,5,1,2
176,0,0,0,4,2,0,7,6,2,7
176,0,0,0,4,2,0,6,7,1,1
176,0,0,0,4,2,0,8,6,2,3
176,0,1,0,4,2,1,8,7,5,0
176,0,0,0,4,2,1,8,9,4,4
176,0,0,1,4,2,1,7,8,5,3
177,0,0,1,2,2,1,5,7,5,12
177,0,0,0,2,2,0,2,3,2,3
177,0,0,0,2,2,0,2,7,5,2
177,0,0,1,2,2,0,4,7,5,4
177,0,0,1,2,2,0,1,6,5,1
177,0,0,0,2,2,0,4,6,4,5
177,0,0,1,2,2,1,6,7,5,3
177,0,0,1,2,2,1,7,7,6,6
177,0,0,1,2,2,1,7,8,6,2
177,0,0,0,2,2,0,5,7,5,3
178,0,0,0,4,2,0,5,7,2,1
178,0,0,1,4,2,1,7,7,6,10
178,0,1,1,4,2,1,5,7,7,11
178,0,0,0,4,2,0,4,7,5,9
178,0,0,0,4,2,0,5,7,6,14
178,0,0,0,4,2,1,7,7,6,8
178,0,0,0,4,2,1,7,7,5,10
178,0,0,0,4,2,1,8,7,7,7
178,0,0,0,4,2,0,6,7,4,11
178,0,0,1,4,2,1,7,8,8,10
179,0,0,0,3,1,0,3,6,5,4
179,0,0,0,3,1,0,4,6,5,5
179,0,0,0,3,1,0,4,7,5,6
179,0,0,0,3,1,0,4,7,5,4
179,0,0,0,3,1,0,4,7,5,9
179,0,0,0,3,1,0,4,7,5,3
179,0,1,0,3,1,1,7,7,7,5
179,0,0,0,3,1,0,4,6,5,2
179,0,0,0,3,1,0,6,6,5,6
179,0,0,0,3,1,0,5,7,5,5
180,0,1,0,4,6,1,7,7,8,10
180,0,0,1,4,6,0,4,4,3,1
180,0,0,1,4,6,0,6,7,7,0
180,0,0,0,4,6,0,5,5,5,2
180,0,0,0,4,6,0,7,8,7,3
180,0,0,0,4,6,0,7,7,6,3
180,0,0,0,4,6,0,8,7,7,1
180,0,0,0,4,6,0,8,8,7,4
180,0,1,0,4,6,1,9,8,7,0
180,0,0,1,4,6,0,7,7,6,1
181,0,0,0,1,1,1,8,8,7,12
181,0,1,0,1,1,1,6,9,6,3
181,0,1,0,1,1,1,8,9,7,2
181,0,0,0,1,1,0,4,4,3,4
181,0,0,0,1,1,0,4,4,4,1
181,0,0,0,1,1,1,5,8,4,5
181,0,1,0,1,1,1,5,6,4,3
181,0,1,0,1,1,1,8,8,5,6
181,0,0,0,1,1,0,6,4,5,2
181,0,1,0,1,1,1,8,9,7,3
182,0,0,0,1,1,1,7,8,6,12
182,0,0,0,1,1,0,7,8,6,3
182,0,0,0,1,1,0,6,10,6,2
182,0,0,0,1,1,0,6,9,8,4
182,0,0,0,1,1,0,1,8,6,1
182,0,0,0,1,1,0,6,8,6,5
182,0,0,0,1,1,0,7,9,6,3
182,0,0,0,1,1,1,9,9,6,6
182,0,0,0,1,1,1,8,9,6,2
182,0,0,0,1,1,0,5,9,6,3
183,0,1,1,2,1,1,8,9,9,10
183,0,0,0,2,1,0,7,7,5,1
183,0,0,0,2,1,0,8,8,5,0
183,0,0,1,2,1,0,6,6,5,2
183,0,0,1,2,1,0,6,7,5,3
183,0,0,0,2,1,0,6,8,6,3
183,0,0,1,2,1,0,7,7,5,1
183,0,0,1,2,1,1,7,7,6,4
183,0,0,1,2,1,1,8,8,6,0
183,0,0,0,2,1,0,7,7,5,1
184,1,1,0,2,2,1,8,10,7,5
184,1,0,0,2,2,0,7,10,9,11
184,1,1,0,2,2,1,10,10,7,6
184,1,0,1,2,2,0,8,10,8,12
184,1,0,0,2,2,1,8,10,6,1
184,1,0,0,2,2,1,10,10,5,4
184,1,1,0,2,2,1,10,8,6,10
184,1,0,0,2,2,0,10,10,6,12
184,1,0,0,2,2,0,8,10,5,12
184,1,1,1,2,2,1,10,10,7,10
185,1,0,1,4,1,0,6,7,9,4
185,1,0,0,4,1,0,3,8,6,2
185,1,0,1,4,1,0,3,8,8,3
185,1,0,0,4,1,0,2,9,10,3
185,1,0,1,4,1,0,3,7,9,10
185,1,0,0,4,1,1,8,9,10,5
185,1,0,1,4,1,1,9,8,10,1
185,1,1,0,4,1,1,9,8,10,3
185,1,0,0,4,1,1,6,9,9,3
185,1,0,0,4,1,0,6,6,10,1
186,1,0,1,4,1,0,4,6,3,5
186,1,0,0,4,1,1,7,6,5,1
186,1,1,1,4,1,1,8,7,6,4
186,1,0,0,4,1,0,5,7,2,2
186,1,1,1,4,1,1,5,6,3,11
186,1,0,0,4,1,1,7,7,6,6
186,1,0,1,4,1,1,7,NA,6,0
186,1,1,0,4,1,1,6,8,4,2
186,1,0,0,4,1,0,5,6,3,2
186,1,0,0,4,1,0,7,6,3,0
187,1,1,0,2,2,1,6,NA,9,3
187,1,0,0,2,2,0,6,10,2,3
187,1,0,0,2,2,0,NA,NA,NA,2
187,1,0,1,2,2,0,4,NA,9,4
187,1,0,0,2,2,0,NA,NA,NA,9
187,1,0,0,2,2,1,7,7,9,4
187,1,0,0,2,2,1,NA,7,9,2
187,1,0,0,2,2,0,NA,NA,NA,4
187,1,0,0,2,2,0,NA,NA,6,4
187,1,0,1,2,2,0,4,NA,2,2
188,1,0,0,2,2,0,4,5,1,8
188,1,1,0,2,2,1,6,6,2,2
188,1,0,0,2,2,0,6,7,2,7
188,1,0,1,2,2,0,3,5,1,1
188,1,0,0,2,2,1,5,6,1,14
188,1,0,0,2,2,0,7,6,1,9
188,1,0,0,2,2,1,8,5,2,3
188,1,0,0,2,2,1,6,5,2,1
188,1,0,0,2,2,0,5,7,1,1
188,1,0,1,2,2,0,4,5,1,3
189,1,0,0,6,1,0,5,7,7,2
189,1,0,1,6,1,0,6,5,2,4
189,1,0,0,6,1,0,8,5,2,1
189,1,0,0,6,1,0,5,6,7,5
189,1,0,0,6,1,0,5,8,5,8
189,1,0,0,6,1,0,7,8,7,3
189,1,0,0,6,1,0,6,8,7,3
189,1,0,0,6,1,0,6,7,7,5
189,1,0,0,6,1,0,5,6,7,5
189,1,0,0,6,1,0,6,7,7,3
190,1,0,0,2,2,0,5,8,6,4
190,1,1,0,2,2,1,9,8,5,2
190,1,0,0,2,2,1,9,8,5,3
190,1,0,1,2,2,0,5,5,5,3
190,1,0,0,2,2,0,3,8,5,10
190,1,1,0,2,2,1,10,10,5,5
190,1,0,0,2,2,1,7,7,4,1
190,1,1,0,2,2,1,6,NA,6,3
190,1,0,0,2,2,1,7,7,4,3
190,1,0,1,2,2,1,8,8,6,1
191,1,0,0,2,5,0,5,7,6,1
191,1,0,0,2,5,0,5,8,7,5
191,1,1,0,2,5,1,7,7,7,0
191,1,0,1,2,5,0,5,7,6,6
191,1,0,0,2,5,0,5,7,7,7
191,1,0,0,2,5,1,8,9,6,2
191,1,0,0,2,5,1,7,7,7,4
191,1,1,0,2,5,1,8,8,7,6
191,1,0,0,2,5,0,5,7,5,6
191,1,0,1,2,5,0,5,7,6,4
192,1,0,0,2,1,0,3,8,5,5
192,1,0,0,2,1,0,4,7,9,1
192,1,0,0,2,1,0,7,9,2,4
192,1,0,1,2,1,0,6,6,8,2
192,1,0,0,2,1,0,4,6,4,11
192,1,0,0,2,1,1,7,8,9,6
192,1,1,0,2,1,1,7,8,7,0
192,1,0,0,2,1,0,7,6,2,2
192,1,0,0,2,1,0,3,7,4,2
192,1,0,1,2,1,0,5,6,6,0
193,1,0,1,4,1,0,3,7,6,4
193,1,1,0,4,1,1,5,8,8,2
193,1,0,1,4,1,0,6,9,7,3
193,1,0,0,4,1,0,6,8,7,3
193,1,0,1,4,1,0,3,9,8,10
193,1,0,0,4,1,1,9,9,6,5
193,1,0,1,4,1,1,7,8,7,1
193,1,1,0,4,1,1,8,8,7,3
193,1,0,0,4,1,0,3,7,8,3
193,1,0,0,4,1,0,6,7,6,1
194,0,0,1,2,3,1,7,10,5,1
194,0,0,0,2,3,1,9,9,6,2
194,0,0,1,2,3,0,4,8,5,3
194,0,0,1,2,3,1,8,10,5,2
194,0,0,1,2,3,1,8,10,4,0
194,0,0,1,2,3,1,8,8,6,2
194,0,0,0,2,3,0,6,10,7,1
194,0,1,0,2,3,1,8,10,7,3
194,0,0,1,2,3,0,3,9,5,3
194,0,0,1,2,3,0,6,10,6,4
194,0,0,1,2,3,1,7,10,7,8
194,0,0,0,2,3,0,7,10,6,4
194,0,0,1,2,3,1,10,8,6,1
194,0,0,1,2,3,1,10,7,5,2
194,0,0,0,2,3,0,7,10,4,0
194,0,0,1,2,3,1,8,8,6,4
194,0,0,1,2,3,0,6,9,5,18
194,0,0,0,2,3,1,8,9,7,6
194,0,0,1,2,3,0,5,9,7,7
194,0,0,0,2,3,0,6,9,5,5
195,0,0,1,2,1,0,8,10,1,4
195,0,1,0,2,1,1,7,9,8,1
195,0,0,1,2,1,0,5,7,7,0
195,0,1,1,2,1,1,9,10,7,1
195,0,0,1,2,1,0,6,10,6,3
195,0,0,1,2,1,0,9,9,7,1
195,0,0,0,2,1,0,5,9,8,2
195,0,0,0,2,1,0,7,7,5,0
195,0,0,1,2,1,0,4,10,7,0
195,0,0,1,2,1,0,6,10,6,1
195,0,0,1,2,1,0,8,10,7,5
195,0,1,0,2,1,1,6,8,8,1
195,0,0,1,2,1,1,10,9,7,4
195,0,0,1,2,1,0,9,7,8,1
195,0,0,0,2,1,0,8,10,6,3
195,0,1,1,2,1,1,8,9,9,1
195,0,0,1,2,1,0,6,6,8,15
195,0,0,0,2,1,0,6,9,9,3
195,0,0,1,2,1,0,5,7,7,4
195,0,1,0,2,1,1,6,10,7,2
196,0,1,0,4,1,1,5,7,5,2
196,0,0,1,4,1,1,5,7,5,1
196,0,0,0,4,1,0,2,5,7,2
196,0,0,0,4,1,1,6,7,8,1
196,0,0,0,4,1,0,2,3,1,1
196,0,1,0,4,1,1,6,7,8,1
196,0,0,0,4,1,0,4,3,5,0
196,0,0,1,4,1,0,3,4,3,2
196,0,0,0,4,1,0,2,4,2,2
196,0,0,0,4,1,0,2,7,1,3
196,0,0,0,4,1,0,2,3,3,7
196,0,0,0,4,1,0,3,4,3,3
196,0,0,0,4,1,0,5,5,5,2
196,0,0,0,4,1,0,5,4,5,1
196,0,0,1,4,1,0,2,3,3,1
196,0,0,0,4,1,0,3,5,5,3
196,0,0,0,4,1,0,2,3,5,17
196,0,0,0,4,1,0,3,7,2,5
196,0,0,0,4,1,0,3,4,2,6
196,0,0,1,4,1,0,2,7,6,4
197,0,0,0,6,1,0,7,7,5,1
197,0,0,0,6,1,0,8,8,6,2
197,0,0,0,6,1,0,7,7,5,3
197,0,1,0,6,1,1,8,9,5,2
197,0,0,0,6,1,0,7,7,5,0
197,0,0,0,6,1,0,7,8,9,2
197,0,0,1,6,1,0,7,7,5,1
197,0,0,0,6,1,0,7,7,5,3
197,0,0,0,6,1,0,7,7,5,3
197,0,0,0,6,1,0,7,7,5,4
197,0,0,0,6,1,0,8,8,5,8
197,0,0,0,6,1,0,7,7,5,4
197,0,0,0,6,1,0,7,8,5,1
197,0,0,0,6,1,0,7,7,4,2
197,0,0,0,6,1,0,7,7,5,0
197,0,0,0,6,1,0,7,7,5,4
197,0,0,0,6,1,0,7,7,5,18
197,0,1,0,6,1,1,10,10,1,6
197,0,1,0,6,1,1,10,10,1,7
197,0,0,0,6,1,0,7,7,4,5
198,0,0,0,4,2,0,4,5,4,0
198,0,0,1,4,2,0,4,5,4,3
198,0,0,0,4,2,0,3,5,4,4
198,0,0,0,4,2,0,6,7,3,3
198,0,0,0,4,2,0,5,5,4,1
198,0,0,0,4,2,0,5,5,4,3
198,0,0,0,4,2,0,3,8,2,2
198,0,0,1,4,2,0,3,6,3,4
198,0,0,0,4,2,0,2,4,2,4
198,0,0,0,4,2,0,4,4,3,5
198,0,0,0,4,2,0,4,5,4,9
198,0,0,0,4,2,0,4,7,4,5
