"iid","gender","department","level","sentiment","intention"
"7b5f880c72505378a02cf957240ad8f5","M","HR","Medium",8,7
"92c9acdd11bd37d36a4a38171cb274de","M","HR","Low",8,4
"e2d819b1dea8dea136d3c12f96b0ea7c","M","Finance","Low",10,2
"824d2545d50f037e8bf108eb87bd2197","F","Finance","Medium",8,6
"2e8204a6c0735ee32dc954df51c117bc","F","Finance","Low",8,3
"087f4404e4f8099856cbabe7fe61eed7","M","Strategy & Operations","Low",8,3
"a0e5bea6884a2230f3fc6b67ac9345eb","M","Finance","Low",9,7
"ed89d84c5c01828fa53be288b9d3f2f2","M","Finance","Low",7,7
"92e903fd53aa9f2961a0b8342a8eeae4","M","Finance","Low",7,7
"1dc326cd446b7bfce1b5f4f84230ff7a","F","HR","High",8,5
"fd9c077452bdceaee0bcd713dfb1ed3e","M","Sales/Marketing","Medium",1,9
"12c66b14a869dc3f506366c112ccb9c2","M","Sales/Marketing","Low",10,3
"54fd1744e0ed65c1c7275e0f27da82c7","F","Finance","Low",7,3
"a3b3649429a6e9fe54517226b5bfb50f","F","Finance","Low",7,6
"4195648a865d86e0ce79031ddba7d62f","M","HR","Low",8,5
"dbbded9897caf62b338b663ca545178c","M","R&D","Low",8,3
"55a7d4cce69716dda13941ce89741354","M","IT","Medium",9,7
"c878d5dc3a31ae26609846b71efad236","F","Finance","Low",8,2
"4be6ebec4f315572c214210a82714617","M","Sales/Marketing","Medium",8,5
"99d52fb889b825e160d0feda0d677e3a","F","HR","Low",7,5
"bf2c63bbe01aff68986eedfec457d740","M","HR","Low",10,2
"05a482a650cb32c3ef93a8068c9f3043","M","Finance","Low",7,2
"ca705836cebc495d60c83d91bf9b21b8","F","HR","Low",7,6
"716973830e4051a53a2175b72d5c8b4e","F","Finance","High",9,2
"81d16862af93dd22af98b2246e00f74a","M","HR","Low",2,2
"be1fb40b8ef6229b70b0b2279689a14b","F","Sales/Marketing","Low",8,3
"bdf425e944a4edbba1bb053368169920","M","HR","Medium",9,7
"b966612bfb5a039b41a7d33136973ab3","M","R&D","Low",2,6
"966adf4f7a42a5e53a68b17b5f5137d6","F","HR","Low",10,7
"8d30de9ccf81880b162d3333f754acc3","F","Finance","Low",9,4
"bc9b9b30164c3e6ac2d16d1c5027f179","M","Finance","Low",7,3
"511c7429e3533feae6f2dc17743e7d37","M","Finance","Low",7,3
"ef5e875c5ca42a5dbdfcd7d3fc1b4e80","M","HR","Low",10,3
"827cc6e9ae77c83e615c9a8b2812ba1d","F","HR","Medium",7,4
"d8bf5363ee1b266250c0e5055979e546","M","Finance","Low",8,6
"ed016da37d8e67cad83e24d1abff85c4","M","IT","Low",7,5
"ae5f27bac705a9f37bb243706f585856","M","Sales/Marketing","Medium",8,2
"08f986d5c22cbab7d072c64cf06e9c5b","M","Sales/Marketing","High",8,1
"4d6688f7b1fa7c10732fef43996fbce4","F","HR","Low",5,8
"c5a05b62a4e8739cafdda878da00ae9d","M","Sales/Marketing","Low",8,3
"d3ab074fcd84fe45b719a4eac17310d7","F","R&D","Low",8,3
"0054fb8b04c051a471f1528d80883653","M","Sales/Marketing","Low",7,4
"e6381a0013eeab96897e5d21e9f86d27","F","Finance","Medium",10,5
"653d44168b654a49d0fe356981e70eab","M","HR","Low",9,3
"ba42d0863d1b5faa11fcc20244c63dfd","F","R&D","Low",7,5
"0b2d612beebdbc52cedf297c72f9d23d","M","HR","High",9,2
"811866fbe1df9497720e612e6ad228ca","F","IT","Medium",4,6
"19a0287871070b9e74ceda5edd83d503","F","Finance","Low",8,2
"97d00c29b3d20f13ea1bd67868ba86a7","M","Finance","Low",8,3
"ec8c7ee361bc2e1bee3de55092e3a9e9","F","Finance","Low",8,2
"007fbe2227f78787c8e8bd6dc8eb7e9d","F","Finance","Low",5,3
"47792d2c1d1bb60de5a2e85fe1c86156","M","Sales/Marketing","Low",10,7
"97a2d6f4155aacfc70812c0eeef310f8","M","IT","Low",7,4
"99bd001e263894bfb2cc5057b803321e","M","Finance","Low",7,3
"4523645c8c72e8010fd20d32fbd4ef73","M","IT","Low",7,4
"050e5336f9ea78e8c8ab5230d7c473cb","M","Sales/Marketing","Low",7,4
"a4cc0b5da815da271b15222284f7acf1","F","HR","Low",7,4
"fa9a405f71e95c1b4bb849d0ced60495","M","HR","Low",8,4
"a905990bbcfd9dd870b3abf23c2184d2","F","HR","Medium",8,4
"c7e1b4210a4b5d3bd0f3d02ef13d3a09","F","HR","Low",8,6
"678923730e8a96a2b1b1cfb7deaaae9d","F","IT","Low",8,8
"b9b4081d9ed951ea5be38609550e8290","M","Finance","Medium",10,2
"0cba0ce369e2a7c9c1335a987f94cbea","M","HR","Medium",8,7
"ce5095e8fc0bb0f769956a4a17946b88","M","Sales/Marketing","Low",10,2
"748b323e348b2d6e688c0e1eb506fd13","F","Sales/Marketing","Low",8,2
"4698b4cee7cbd672ca8a08c29f63f059","M","Finance","High",10,3
"710908464b3cc919047caf4435bb291d","M","HR","Low",5,2
"629d08a22476eb770378a3aa8c2e6d4d","M","IT","High",8,3
"ae4a04205849015dc06ac7107b1bb0d6","M","Finance","Low",7,3
"f422096cea2de4260dcce5014619d41b","M","Finance","High",10,1
"7d11132814f263ddb1da41c056dd501b","F","HR","Low",8,3
"a3936cc80d1d924cae23db8809c7c022","M","HR","High",8,1
"d2fa630e1672dd10f494d5619fdddd85","M","HR","Low",7,4
"d7c7789e49de72135b7d9958f3906108","M","HR","Low",8,2
"46d4522a1b53d4a6e1d93e389c91fb7f","M","HR","Low",7,8
"9f7cc2cd0d412c0794af2d16ab8f5f98","M","IT","Low",2,10
"bb26af20b9aa9b676f1297a6cf71f2cc","M","Sales/Marketing","Low",7,4
"40789f3a5c86d7e1b25c739760b34002","M","HR","Low",10,4
"c1e6df0498c746397742b8a32cbac50a","M","Sales/Marketing","High",3,4
"97ac98ca9a636435507b5fc4982f3e35","F","Finance","Medium",7,4
"9e4af254b4ee36dc150d2bafb365a6fd","M","Finance","Low",7,3
"57c5c342e290479265cf40462ba279ef","F","HR","Low",7,1
"f3d989fd657dec5807fc0206368453e0","M","HR","Low",4,6
"f31df3624f701276ade128b377e6605a","M","HR","High",8,5
"bb9afdd070f6489cc6aa88318eca1b2b","F","Finance","Medium",8,7
"9ec71f42e758e7dc66118c5b63e3c049","F","Finance","Low",8,3
"3569f5f6dcb0b207a1558ef412d744ed","M","Finance","Low",8,3
"58be5e1497eb49c4edadcacbc69d2bed","M","Finance","Medium",8,4
"bf6e05d5589138681c674c428da109b9","M","Finance","Medium",9,4
"b059edd8d4850975ef20dc0b57ccea0e","M","Finance","Low",7,2
"605e5abe277794c50d0e3678aac75448","M","IT","Low",8,4
"fcb42a3a03065050fdc68d8682e97595","M","HR","Low",7,4
"f0398519c1ba2888b10622b67dd5bf69","F","Finance","Low",7,2
"bb97384dbc950750ba8ee8841713454a","F","HR","Low",7,2
"c2876932edfb5cf71a734be00bcf7fbc","M","Finance","Low",3,9
"0a4b804a82756d8ff070882696533776","M","Finance","Low",9,3
"ba42ad2999242ec995e92fa031b6193e","M","Finance","Low",5,3
"d4a7cf55eb2d2e61540e13a33eef2daf","F","Finance","High",7,5
"cd4300517c80f7285a09669e92cb72ae","M","Strategy & Operations","Low",7,2
"2c12b3bb5b7996aa13339c5e05aa6608","M","IT","High",8,3
"8ceec2b186ce85f3795e77e20e4381a7","M","HR","Low",8,2
"5c6e03b3980554a9f50395062edfcbdc","M","HR","Low",8,3
"4b33a6dddf668b6eddf986d55430c9ee","M","Finance","Medium",7,3
"b3b0d5d491cc4863d792d950e89d4f24","M","Finance","Low",8,4
"e9f5d50ab1a6e3df75b185897fa7df76","M","HR","Low",9,7
"3132a8f4e9e778dde7bd5333e2db92b3","F","Finance","Low",7,3
"8c77a54198a1bda742a184b2f344a900","F","HR","Low",6,7
"2000ab66a72e277ba14413003aae2a54","F","Finance","Low",7,4
"f5a5ca8b06b9764184788b4d0d0ade09","M","Sales/Marketing","Low",5,8
"828e33dfc8ab3dafcf10019010e164ba","M","Finance","Low",7,6
"e271c310a239bf96736d51ad042a5f88","F","HR","Low",7,5
"19bafcacb3989184ddec5afb3aa4479d","M","Finance","Low",7,3
"b7b699dd2066de1f8ac894bd3423a51d","M","Sales/Marketing","High",7,4
"94501bbc2dbeebce6bfc3fe85d346873","M","HR","Low",8,5
"09c062bdbcf30a84d6d87ff7926f920d","M","Finance","Low",7,2
"95e298a3130cb1a5823381f2f65fb5f0","F","HR","Low",9,5
"30433034bd6199a8e9ace8fc55b7f8c8","F","Finance","Low",8,7
"401d8ff1aa1f083b9d643c051aa7bd24","M","Sales/Marketing","Low",7,2
"a6d03f77c1974eab240c0d90e70b44aa","M","HR","Low",8,1
"8e167e3e4aca9fc9981d3861131b2860","M","Sales/Marketing","Low",8,2
"379ab91cccd85f3e500edf45ef586b09","M","Sales/Marketing","Low",8,2
"c5e0de0b5cca7c3952e2a55f08ebd5e1","M","IT","Medium",3,4
"33bfb8835ef04b924d7e3e618071ad87","M","HR","High",9,6
"d082eebbf59662657686f3ef840d66ff","F","HR","Low",8,8
"1c1777b553154b17f9dfaed4e0ba67da","F","HR","High",8,2
"4070d2073de79a8549a3bc3436a413e7","M","IT","Medium",8,2
"e41e9a385c69c67ec1580827086f556e","F","HR","Medium",8,3
"23a452eca54ecc68fb5f21e6773bb405","M","R&D","Low",7,2
"36b556fa9c2ac6fe1f66f787cbd28a91","F","Finance","Low",7,7
"69c7afba5073e0fc704cfecacc522946","M","HR","Low",8,8
"0ed2332ef69a8d50ff1e95c6a25e3cc8","M","Sales/Marketing","High",9,3
"b0df67fbfd50b524d43c2b5cc55158ee","M","HR","Low",7,3
"2aeff91bfd610b9b201072a72338f162","M","HR","Medium",10,2
"8d2aa548a870709e22da19557cf75d7a","M","Finance","Low",9,4
"e4aa1ec4a785b45637e32744bf3ed7d8","F","Finance","Low",8,1
"4e4d08d2d28acaba66ce46fc9a3fa45e","M","Sales/Marketing","Low",9,3
"53160dc8c51e1b2cbc5a65467af9d0c8","M","HR","Low",8,3
"587c2e9df97e18667b4bb047a77ad8e4","M","Sales/Marketing","High",9,3
"1bf334feef66c1a2ed0e87dbcaf8969d","F","HR","Medium",10,3
"6e48de9f0c297cce1ff28f8b50289d41","F","Finance","Low",6,8
"113de0b7ad7631408ec260336958619d","M","IT","Low",8,4
"f8ccbc97ba6ab52ec334a9680cfdf576","M","Finance","Low",6,4
"8fd2cec08038979cddb0414d72280833","F","HR","High",6,7
"2f5e8ed3f7b882b1dea01c1b042215fc","M","HR","High",10,3
"87445f8903f2459d72d3471a47a28ada","M","Finance","Low",9,3
"a319aed6d0c2b36e455305a0353d0b30","M","IT","High",5,9
"a5ca08e6c9fc204b34d2b541dc79a4b2","M","IT","Low",10,5
"9ab6a448820f25dd3bd0ad2f66f1476f","M","IT","High",7,4
"2c7621bb1e8b97cca4396da7074abbfc","F","Finance","Low",4,7
"7456c406103188b9701b3318b88d6688","M","Finance","Medium",10,2
"c7385e12e41e38858adabcec9bc28178","F","IT","Low",8,7
"88724f485d7518277f4e2707be27557f","M","HR","Low",8,3
"42a08d8772e52a543573f1f67ee93e83","M","IT","Medium",8,2
"094a5a30f0cad1b9cc9f657727419136","M","Strategy & Operations","Low",4,5
"efb527dcc73f6c9d5e8354da56429261","F","Finance","Low",4,4
"f5e92ae54a36ad4a6e2c26ffefb75562","F","HR","Low",7,4
"4d000ccd40f7501dee52bf32935d5fe3","M","R&D","Low",6,6
"352e45748fd10eee336b7388f2512e4e","F","HR","Medium",8,3
"b944103ba579163c2f77b7c1abd93689","M","Finance","Low",9,2
"55f4dd01edbdf719719500b88bf7dfb2","F","Sales/Marketing","Low",10,4
"0c8d26f1072a6d22290b72f6b0585759","F","HR","Low",9,3
"c92734e781df5bb7654f3a23d27f4dd0","M","HR","Low",10,2
"cbd2ea6e3adb9426af55d309ef8350c4","F","HR","Low",8,1
"2c3092a9afdaa7f6eae49ac16b3f5536","M","Finance","High",10,3
"f69f37017cbaf039946997c98fb5735b","M","Finance","Medium",8,2
"478bb3afb137f68ffeb4e866466dd412","M","IT","Low",3,4
"3305fa187705b4f85535fe16de37ef35","F","Finance","Low",7,6
"a63c243759fd40737a40845b6445f081","F","Finance","Low",8,3
"2c6bdb5a0a95bcaaf1bccd43ecb3ce6d","M","Finance","High",8,3
"bb5178e0ec538a75ca83ea60cf2b9c9f","F","HR","High",8,2
"e985996c359355c98780380e24c88c8d","M","Finance","Low",4,4
"26559894fdfe5245c603ed3b7989115c","M","Finance","Low",9,2
"004252289b2201ded55788630b55d326","F","HR","Low",7,4
"73c9a1c1e3bd297e86e260271a83cbcc","M","Sales/Marketing","Medium",8,3
"413eda609a0edac7ee5fe5c3cd044e8c","F","Finance","Medium",10,4
"eed0f2edc592b5689081eb57670ef514","M","Finance","Low",9,2
"14ff9e57d7745cf3f620085e0dbd76e5","M","HR","Low",7,2
"9a192a6f7f5dac0b833d700336d0ba6e","F","Sales/Marketing","Medium",8,1
"6a5e31643cd09c8b536e0aeef51ccd86","M","IT","Low",8,3
"31dc30216a1912cbd87ddcdc1f8cde90","F","HR","Low",7,6
"7ce05e7f9f7c15048ed76c4c5848404b","M","Finance","Medium",7,4
"d70130af90eb90be89d9380b62d82f01","F","Finance","Low",5,4
"a95fc7177ec48d685d44478b2c873fd2","M","Sales/Marketing","Medium",8,2
"6b532d5b07537a3336a4f7ac077dc630","M","HR","High",9,3
"951c89ef49430963814027643c15f0af","F","Finance","Low",9,7
"65be7d7b57f5ed94e4d7c32b20ef9489","F","Finance","Low",7,6
"f843b0e460b825f88ac719b1c5e9eb5c","F","IT","Low",7,6
"ada9e872767060e4a4a20c4b13edd401","M","Finance","High",7,3
"bed242574f0267ffc316f6378db1b41b","M","HR","Low",9,3
"ee267f9b79d8e9454d960d0ddaae19bf","F","HR","Low",7,2
"2cb3a8d476ab7fe0fe81e8f325c137d1","M","HR","Low",9,5
"d3732d68dbfc39368d972be5a2aba210","M","Sales/Marketing","Low",9,3
"7d69b8e29cf89e805b241b289a1fc109","F","Finance","Medium",4,7
"1eea630475b5c632420e876d426ac2c2","M","Finance","Low",8,5
"e83b9ea19bb369352e361fd58bef1db8","F","IT","Low",10,8
"0c10e72f6404442fe14bcfca8e487019","M","Finance","Medium",8,8
"bc4775ff05f77ca2dc2d7d1dda9a8d3a","M","Sales/Marketing","Low",7,8
"af22dbbebf21a97f61a8846559fd2df7","F","HR","Low",9,6
"c64397bc31e71d1720e77fa3415b350c","M","HR","Low",8,2
"5c69f94fbeae01588086338f436a062c","F","IT","Low",10,2
"122173e8c5a719d0cf828853909d5519","M","HR","Low",10,3
"68a3a6e3a4feb34dd8bd09984d5592d4","M","Strategy & Operations","Low",8,3
"e191d9b4d33d012b147b363a0db7fc5f","M","Finance","Low",8,3
"9d5922b037e7008c5a357be8c9f42825","F","HR","Medium",7,5
"13093040b0f06307bab826a18309a25d","M","HR","Medium",6,6
"efaeab236f27283175fa593e137f3c1a","F","Sales/Marketing","Low",8,3
"22da854a1d895335c0d60ac83a6d8667","M","HR","Medium",8,5
"cba5294670f681d454126535f54b9231","F","IT","Low",8,3
"4f2492f2c48f6c822496bb18f2253b44","F","IT","Medium",10,4
"a070498af1ddc126da045cbc5af7fa77","M","R&D","High",8,3
"8982c6dcc4694f14e1eb91f0b7c85df6","F","Finance","Low",7,4
"531caa274dc632919d4f20a35585a7ac","M","Finance","High",8,2
"eb37eb398e43156df4ab7b24e73ffbeb","M","R&D","Low",2,9
"23857a1a968d8edbaa150d1e50b8c447","F","Strategy & Operations","Low",4,6
"fba5555dd443612ef031bf86aa38cea3","F","Finance","Low",7,6
"e251f3fde73f2adf0f381e6ec028bfcb","M","Finance","Low",7,4
"8391362666f60cd0ff43a0559d99057c","M","Finance","Medium",7,3
"ae33a31560dba2a45293ee6d8d4c4af0","M","Finance","Low",7,4
"634851f97c27e37c1c2d1080d453bc3c","F","HR","Low",10,1
"c0a7ceb434e94cff4c677f5b4ddcfac4","F","IT","Medium",9,3
"327c2bb0f9e48c21c27fd4b490d72fed","F","Sales/Marketing","Low",8,4
"23b96ff1462c978ebc9dd9839752036f","M","HR","High",7,4
"a0ece440ffce5fcf37126c72ec37ec9d","M","HR","Low",6,5
"f0912d348c7c111c2c9c20779a1aa4d7","M","R&D","Low",7,8
"9dd2ac09401bf5cf04da9be668166e7f","F","Finance","Low",10,3
"382567f60e10190adf2326d83b593453","M","HR","Low",7,3
"f29b33b44bb6377f14729a43cba98c5b","F","HR","Low",7,10
"b1ef322dafe8cfdf33b2b7d4bef0f2e1","M","HR","Low",5,6
"8b841a04442b2a64014eac94ec3d300d","M","HR","Low",7,8
"bb26abe4109513b6b11198dd5e455461","M","R&D","Medium",10,2
"f4df17059df04c1f8676006f58038fbb","M","Sales/Marketing","Medium",10,2
"1b5db0b8a8fe1ec82432f0a8faec1e10","M","IT","Medium",7,5
"2e86c78e79b394c93460fc49751515e9","M","HR","Low",7,4
"45beff68d2154f474046658325ab8923","M","Finance","Medium",9,7
"388c2089e71a54814525b91db698a2ef","F","HR","Medium",7,4
"ce96fe706cec8cccd18e7204a2d5dd75","F","Finance","Low",7,3
"11c387fcffce5ac72b391bf7c3db9aec","F","Finance","Low",7,10
"7eb87c9508773b4469818d2f28caadfc","F","HR","Low",10,3
"ba12ea7f11b2fa805728ef3e77c2385d","M","Sales/Marketing","High",10,4
"926b342998f1391f153dfab41a8afa57","F","Sales/Marketing","Low",9,3
"55e425d68146832904f36cbc670b9465","M","Finance","High",6,4
"ac5a4f4ae15065a9ef40305decb833d8","M","Sales/Marketing","Low",8,1
"19bb2eec4b5f048a55d3d977cbbf8e19","F","HR","Low",4,4
"149cc04fdffd7e68dc6662219dd64add","M","Sales/Marketing","Medium",7,3
"8c850e1bcbe45cc9a24afa0409392416","M","IT","High",6,7
"9593413423365eaed53a0f2cc9dd3669","M","R&D","Low",8,3
"571018fa3a8899a02346cce6689ed7cf","M","Sales/Marketing","Low",8,3
"f9b63d605691dd7f35da2bc841cfe37e","M","Finance","Medium",9,3
"9dcddb29d7cbf063dfc286941f6fca45","M","Finance","Medium",7,5
"34cee9a3d620bf677be977172c678956","M","Finance","Low",8,5
"1ea998114722b69cb97ce279be5eca99","M","Sales/Marketing","Low",10,2
"9f5c64e8cfe0770b022d79ba4beccf37","M","HR","High",9,3
"d83cffa14d223165cc8a2212f7dc426c","F","HR","High",8,2
"ba01dee1c1e167ee0d92750814d2d21b","M","IT","Low",6,7
"c5782219c70e5d2cfcac8d0e9374f96b","M","HR","Low",9,4
"3bde0ec67199785ffe2404381842612a","F","Finance","High",10,3
"7c6ca7f05f5efb9e0daabea2cf86dee9","M","HR","Medium",8,4
"9afeaa081905f6e0f077ab18a58d90f7","F","R&D","Low",8,6
"179b411650bccac4b48bd381d7212d9d","M","Finance","Medium",9,3
"ca39e825dada78d70381bc7ba8ec912b","M","HR","Low",7,3
"a1ddc8bfbcbafcc1655ec5532895b45c","F","IT","Medium",10,1
"ef7a60368f3585b2c4151ea52adb7267","M","Finance","Medium",8,1
"fd2f72f4909f1a795938059837089663","M","Finance","Medium",8,4
"fa91abba5c7eacece9bcda7d699920bf","F","Finance","High",7,5
"b39ee4ab7e8a237194cbaa5bddbc7715","M","Finance","Low",1,8
"f28a90f6b12411c68f5fb13c8d748da9","M","Sales/Marketing","Low",7,6
"7e16da0cc6a1c4c888b97a555e0757d1","M","R&D","Low",4,9
"93b218f10e6c1e82aa24c8798b74230a","M","Finance","Low",7,4
"2e6345d6add008adc8dc902f8a9d1327","F","Strategy & Operations","Low",10,2
"620317f31c48fb2f31729556b3ce3d9d","F","Finance","Medium",8,7
"b75391c3143f4b3cd030c918095c5eac","M","IT","Low",2,6
"80ee937c0ce0b7384a735662a336b164","F","HR","Medium",8,7
"8bc7e82a1b3f34f18e1564cddc4afc72","M","R&D","Low",9,4
"668dda579e36439e4b83c58504aacf61","F","IT","Medium",8,7
"152e254130b06e8f59dc4e1c42c0609a","M","HR","Low",10,3
"6cd727e5549fca4e9924e464707b5160","M","Finance","Low",7,5
"0d3fc92dc6b67548a2ccc986bef97d1c","M","HR","Low",8,2
"f3366ce0c42bac51c84bad26dfa43120","M","HR","Low",10,3
"f6160db779762977eeab4b0df474acdc","M","HR","Low",7,4
"55cc82ae92efcb2a3272714725861c51","M","HR","Low",7,4
"f8c20463ecb188b9ed7a5c03aa83121a","M","HR","Low",9,3
"c9c092f2650662a5f0c262885e227678","F","HR","High",9,5
"5f784ba48c3070743b29a51ca630add9","M","Finance","Low",10,3
"7e1a7fb2fa6f1e8b5197892487a6a664","M","Sales/Marketing","Low",4,8
"9ba24bbec247bc09f78561bd60744287","M","HR","Low",7,4
"4b43841c3c4177b6e4b2ac3189a92fbd","M","Finance","High",8,3
"6ff3e0cfb9dd5e314c930c392bdebc74","M","HR","Low",8,2
"5eab44e816fe04a6d979fd4ee4441692","F","Finance","High",7,7
"116607726a495c6882017b08fed4d0b4","M","HR","Medium",7,4
"4d9f74f7de0eb45b1033dee42bbcb484","M","Sales/Marketing","Low",10,3
"84470d84e03e43d36eefa8b1a9a02906","F","Sales/Marketing","Low",10,2
"0cd444c33cbc119836f2ef87b37f0605","F","HR","Low",10,3
"c9c6e7b13bb54a2499a360dcf3e7cce3","M","Finance","High",7,7
"3794ee7a3aaf2b3dd6c0198fe6103950","M","Strategy & Operations","Low",8,8
"23c18c76389b8d73629040d470449ba6","M","HR","Low",7,5
"471e0b2735bb07ba0e220546467000ea","M","HR","Low",7,5
"65cf4d4506683f68f0757aa1e80217ce","M","Finance","Low",10,4
"b678f7f0f74c8ac8e3748d5b9c739deb","M","IT","Low",6,6
"5984e06421219807db27f7096bb57cca","M","IT","Medium",7,4
"bbf0e89ccc4b263df1e6daebda0c0af7","M","Finance","Medium",9,3
"da4fa8c4ae5ecfa898e7452de2b347f2","M","IT","Low",9,1
"751f75f3fd76ad5d13d8b436b7c40ea9","M","Finance","Low",8,8
"20f027bbb53310c4ac99ccff676358f4","M","Sales/Marketing","Low",8,1
"4dc2d0dcc94126217932bf6e3e3df9a6","M","HR","Low",7,7
"cfef6e5fd7b4bae6eb79fb09aa301ad2","F","IT","Medium",7,2
"b65c097f4e9afcf0caf400054d2ba8d1","M","Strategy & Operations","Medium",7,4
"7a7dc90bf866b8e5228235353b61ef9d","F","Finance","Low",7,4
"302593db09362f2591035595005c08fc","M","Sales/Marketing","Low",10,4
"e89c945c4c7732620a6b9b427c4f6f43","F","Sales/Marketing","High",8,2
"e247910465bbc969f663c2e0859ed7b6","F","HR","Medium",8,5
"5dfd8a39360bbdb83009da5a37a3b558","M","Sales/Marketing","Low",8,9
"23742ff1441d19f6dc038222f76546ce","F","IT","Low",2,7
"50c1dd5bf61bed060785ed41504e30f8","F","R&D","Low",9,3
"3e89eea5e14a20701c894133a41840ba","M","Finance","Low",7,4
"57a6370cdf43d10756132db0e76d0254","F","HR","Low",9,3
"76b3a9d12d7d530f5e0d0b75cc1b60f2","M","HR","Low",7,7
"e9f6bce092bff970a4be4badff823bfd","M","Sales/Marketing","Low",9,4
"0bfcc9f41208574c14c84c9b4fbea97b","M","Sales/Marketing","Low",8,2
"bab8febef0d47bb3391fca8e88e0930f","F","Sales/Marketing","Medium",10,5
"f2cb71ee457fb0695beb3f2dc2b7f00c","M","HR","Medium",8,3
"ae4f4469a6790f27acb2863fd200ea02","M","R&D","Low",8,3
"4191236fbc93b3211bc44a145379833e","M","Finance","Medium",8,2
"b5277d5339b8d73578f563c985ff81ab","M","Finance","High",10,3
"88c08ecc2f587b3b6c17a7416fd59351","M","Finance","High",10,5
"047992069dd48b0d0ee77ebde4ac7ac9","M","IT","Low",10,3
"a199755d0714c945faab701fece78b55","M","Finance","High",8,4
"22300e74f653f8b32c785405e6597055","F","Finance","Low",8,4
"105d62311b9949a9eaf8e748ab57d0c5","F","HR","Low",7,3
"287c8fdbcc54ec6965e803df79140f6a","M","HR","Low",7,3
"5c468ced78496db0f4df6f45770bc047","M","Finance","Medium",8,2
"d1de5937bca00abb5172fa1556d37d2e","M","IT","Low",7,5
"cb3f6c97918887926c5a0bd519dd26ec","F","HR","Low",8,4
"2385334b76bb84a0f8c736c70fc97b34","M","IT","Low",8,4
"cbf1cb1293b1f52d8e13c7a3ed5838f6","F","HR","High",7,7
"337d0b0ae3f61e3fe80e9667d95fea3d","F","HR","Low",9,2
"bea45e3faa8b54d7a8bb28825ed000f4","M","R&D","Medium",10,2
"f7baf0baefd00d08728349549e95dea7","M","HR","Low",8,4
"b187073a45f33d6a46fb027329213651","M","HR","Low",7,5
"0abdf9f53a30edf3d98611b47fa531ff","M","Sales/Marketing","Medium",8,3
"79d40ebe73ae61d4c76bb76d73d6ef60","M","HR","Low",8,2
"85fd6907086fe9eabe2e4ffbdb0292ed","F","HR","Low",6,8
"0d79731e7b13cb6a0727744a639fdf86","M","HR","Low",7,2
"0007f4dc7db37cd929f5eeeead3bd4bc","F","HR","Medium",9,3
"240e1ea0ae7e629d19587eb8627e7cdb","M","HR","High",10,1
"23bc0a4879fbe8374ff617fbc4c80c13","F","Finance","Low",8,6
"882dfef2913bab35ab957b19ad9f5d58","M","Strategy & Operations","High",7,4
"d2372b8d4353c86f76a236c632a1cf57","F","Finance","Medium",6,4
"7b170ef46f3be8407cb32114d2211e0b","F","R&D","Medium",9,5
"6179759bde83543489b5da8f87747d88","M","Finance","Medium",8,5
"be8a2f47c65e7c4cb22e4c7d65b5d8a7","F","Finance","Low",6,6
"1a9389fc627c9418008acc1c1fde96c5","F","Finance","Medium",1,2
"66fb1749c1921e1551c4fcd8d825de92","M","HR","Low",5,4
"3202d8064177aee56dab31d8622381b6","M","Finance","Low",8,4
"0709a039cfaa7d763b5194c6b626bde6","M","HR","Low",8,5
"f05f240475e9db71f8627aa7cc406659","M","HR","Low",9,6
"dfbdb57eb83cfd9ed302fd777e02eeeb","M","HR","Medium",8,1
"de9d7591c6054eafd33f2b8917a6c80b","M","Finance","Low",8,2
"8f7fbfff014b50fc12d8f39b7626d9ce","M","HR","Low",8,3
"6eea91bef166b3a11d8c5ae22b38ae4e","F","Strategy & Operations","Low",8,3
"1ab467cff0524263415ddb4ba42e3613","M","Finance","Low",7,3
"f73772991f3a6c1c086cfa5c39ebd3e9","F","IT","Low",4,5
"9687c69204a83aa2863a0d1b6187eeba","M","HR","Low",10,4
"1769fcf7cfe4a4bf235b5114661dccb4","F","HR","Medium",7,4
"734cfafcbde7e517c29efabbaaf6aa3d","F","Strategy & Operations","Low",8,2
"a9ccc42bcc8d24c316dd2c3ab01edb9a","M","HR","Low",10,4
"96188a836700c307325f4a1b2183da2c","M","Finance","Low",6,7
"12e5bec347a2f0bf1b84ede0191afd9f","F","Finance","Low",10,4
"c64293434b5500d436424fa22099fde9","M","HR","Low",7,6
"9de86835661025445e1326b26cfb2a80","M","Finance","Low",7,5
"9a592da368e9be54ef453857dd443019","M","Finance","Medium",7,2
"8faa0bf41b2146485c8cb1acc04854a4","F","IT","Low",10,2
"7eb7f71c77e5e82d7e33ab38fa4a2e6f","F","Finance","Low",7,4
"4b187b60179889dbcec28e8f448784ab","M","Finance","High",9,3
"b93bc9f1007618f251315209ab204b05","F","HR","Low",8,4
"f6c101140beee7fe8f1e24b60ada21ba","M","HR","Medium",10,1
"45ed611d4f3333b9c5ec87465f6cef48","M","Finance","Low",9,5
"80e42dd65af0f4b19065a7ca7b5608b0","F","HR","Low",10,2
"6c8893b9f12ff96f4b54440e5ac022f7","F","HR","Medium",9,5
"a9f408ce99ea974ac12fe51c230e32b5","M","HR","Low",7,4
"55063caa2a2a61c73bcb0d66d89b3fbc","F","Finance","Medium",7,7
"6f2c4fb6b83710b81f1436dbe447ea5a","M","HR","Low",8,4
